category_pair,f1,total_count,cc,un,size,run_id
Auto & Motorrad | Auto & Motorrad,0.4117647058823529,145,50,000,medium,0
Kleidung & Accessoires | Sport & Freizeit,0.5806451612903226,137,50,000,medium,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.4,116,50,000,medium,0
Spielzeug & Baby | Spielzeug & Baby,0.8979591836734694,115,50,000,medium,0
Elektronik & Computer | Werkzeug & Baumarkt,0.6666666666666666,105,50,000,medium,0
Elektronik & Computer | Sport & Freizeit,0.5,91,50,000,medium,0
Möbel & Wohnen | Spielzeug & Baby,1.0,67,50,000,medium,0
Elektronik & Computer | Spielzeug & Baby,0.0,65,50,000,medium,0
Auto & Motorrad | Kleidung & Accessoires,1.0,58,50,000,medium,0
Möbel & Wohnen | Sport & Freizeit,0.6666666666666666,56,50,000,medium,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,53,50,000,medium,0
Auto & Motorrad | Elektronik & Computer,1.0,52,50,000,medium,0
Kosmetik & Drogerie | Möbel & Wohnen,0.0,51,50,000,medium,0
Auto & Motorrad | Möbel & Wohnen,0.0,48,50,000,medium,0
Sport & Freizeit | Sport & Freizeit,0.9,45,50,000,medium,0
Auto & Motorrad | Sport & Freizeit,0.0,45,50,000,medium,0
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,43,50,000,medium,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.6666666666666666,42,50,000,medium,0
Gesundheit & Pflege | Möbel & Wohnen,1.0,36,50,000,medium,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,34,50,000,medium,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,30,50,000,medium,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,29,50,000,medium,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.75,28,50,000,medium,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,28,50,000,medium,0
Elektronik & Computer | Gesundheit & Pflege,1.0,27,50,000,medium,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,25,50,000,medium,0
Gesundheit & Pflege | Kosmetik & Drogerie,1.0,18,50,000,medium,0
Spielzeug & Baby | Sport & Freizeit,0.0,18,50,000,medium,0
Gesundheit & Pflege | Kleidung & Accessoires,1.0,16,50,000,medium,0
Elektronik & Computer | Lebensmittel & Getränke,0.6666666666666666,14,50,000,medium,0
Auto & Motorrad | Spielzeug & Baby,0.0,13,50,000,medium,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,13,50,000,medium,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,12,50,000,medium,0
Lebensmittel & Getränke | Möbel & Wohnen,0.5,12,50,000,medium,0
Gesundheit & Pflege | Gesundheit & Pflege,1.0,11,50,000,medium,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,11,50,000,medium,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,10,50,000,medium,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,10,50,000,medium,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,50,000,medium,0
Gesundheit & Pflege | Sport & Freizeit,1.0,8,50,000,medium,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,8,50,000,medium,0
Bürobedarf | Möbel & Wohnen,1.0,7,50,000,medium,0
Bürobedarf | Elektronik & Computer,1.0,7,50,000,medium,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,7,50,000,medium,0
Lebensmittel & Getränke | Sport & Freizeit,1.0,6,50,000,medium,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,6,50,000,medium,0
Bürobedarf | Kleidung & Accessoires,0.0,6,50,000,medium,0
Haustier & Tierbedarf | Spielzeug & Baby,0.6666666666666666,6,50,000,medium,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,6,50,000,medium,0
Bürobedarf | Spielzeug & Baby,1.0,6,50,000,medium,0
Kosmetik & Drogerie | Lebensmittel & Getränke,0.0,5,50,000,medium,0
Auto & Motorrad | Gesundheit & Pflege,0.0,5,50,000,medium,0
"Bücher, Filme & Musik | Bürobedarf",1.0,5,50,000,medium,0
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,5,50,000,medium,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,4,50,000,medium,0
Bürobedarf | Werkzeug & Baumarkt,0.0,3,50,000,medium,0
Haustier & Tierbedarf | Werkzeug & Baumarkt,0.0,3,50,000,medium,0
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,3,50,000,medium,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,3,50,000,medium,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,3,50,000,medium,0
"Bücher, Filme & Musik | Haustier & Tierbedarf",0.0,2,50,000,medium,0
Bürobedarf | Kosmetik & Drogerie,0.0,2,50,000,medium,0
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,2,50,000,medium,0
Bürobedarf | Bürobedarf,0.0,2,50,000,medium,0
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,1,50,000,medium,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,1,50,000,medium,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,50,000,medium,0
Haustier & Tierbedarf | Möbel & Wohnen,0.0,1,50,000,medium,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,1,50,000,medium,0
Kleidung & Accessoires | Kleidung & Accessoires,0.6136363636363636,524,20,000,small,1
Elektronik & Computer | Elektronik & Computer,0.8051948051948052,424,20,000,small,1
Möbel & Wohnen | Möbel & Wohnen,0.7755102040816326,349,20,000,small,1
Elektronik & Computer | Möbel & Wohnen,0.9019607843137255,314,20,000,small,1
Elektronik & Computer | Kleidung & Accessoires,0.4,251,20,000,small,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.9176470588235294,218,20,000,small,1
Kleidung & Accessoires | Möbel & Wohnen,1.0,194,20,000,small,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.7647058823529411,162,20,000,small,1
Kleidung & Accessoires | Sport & Freizeit,0.5882352941176471,143,20,000,small,1
Elektronik & Computer | Werkzeug & Baumarkt,0.8571428571428571,139,20,000,small,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,123,20,000,small,1
Auto & Motorrad | Auto & Motorrad,0.5625,107,20,000,small,1
Spielzeug & Baby | Spielzeug & Baby,0.8837209302325582,89,20,000,small,1
Möbel & Wohnen | Sport & Freizeit,0.8888888888888888,83,20,000,small,1
Elektronik & Computer | Sport & Freizeit,0.6666666666666666,81,20,000,small,1
Sport & Freizeit | Sport & Freizeit,0.8,79,20,000,small,1
Kosmetik & Drogerie | Möbel & Wohnen,1.0,63,20,000,small,1
Auto & Motorrad | Elektronik & Computer,0.6666666666666666,62,20,000,small,1
Elektronik & Computer | Kosmetik & Drogerie,0.0,59,20,000,small,1
Auto & Motorrad | Kleidung & Accessoires,1.0,59,20,000,small,1
Elektronik & Computer | Spielzeug & Baby,0.6666666666666666,58,20,000,small,1
Gesundheit & Pflege | Möbel & Wohnen,1.0,57,20,000,small,1
Kleidung & Accessoires | Spielzeug & Baby,0.0,57,20,000,small,1
Möbel & Wohnen | Spielzeug & Baby,1.0,51,20,000,small,1
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,49,20,000,small,1
Auto & Motorrad | Möbel & Wohnen,0.0,48,20,000,small,1
Elektronik & Computer | Gesundheit & Pflege,1.0,40,20,000,small,1
Sport & Freizeit | Werkzeug & Baumarkt,1.0,39,20,000,small,1
Auto & Motorrad | Sport & Freizeit,0.4,32,20,000,small,1
Gesundheit & Pflege | Kosmetik & Drogerie,1.0,31,20,000,small,1
Gesundheit & Pflege | Kleidung & Accessoires,0.6666666666666666,29,20,000,small,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.9523809523809523,29,20,000,small,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,27,20,000,small,1
Elektronik & Computer | Lebensmittel & Getränke,0.8,26,20,000,small,1
Bürobedarf | Elektronik & Computer,0.8571428571428571,25,20,000,small,1
"Bücher, Filme & Musik | Spielzeug & Baby",0.5,24,20,000,small,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,23,20,000,small,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,22,20,000,small,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,21,20,000,small,1
Bürobedarf | Kleidung & Accessoires,0.0,18,20,000,small,1
Lebensmittel & Getränke | Möbel & Wohnen,0.0,16,20,000,small,1
Gesundheit & Pflege | Gesundheit & Pflege,1.0,15,20,000,small,1
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,14,20,000,small,1
Spielzeug & Baby | Sport & Freizeit,0.0,12,20,000,small,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,12,20,000,small,1
Gesundheit & Pflege | Sport & Freizeit,0.0,12,20,000,small,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,11,20,000,small,1
Gesundheit & Pflege | Spielzeug & Baby,0.0,10,20,000,small,1
Bürobedarf | Möbel & Wohnen,0.0,9,20,000,small,1
Auto & Motorrad | Spielzeug & Baby,0.0,9,20,000,small,1
Kosmetik & Drogerie | Sport & Freizeit,0.0,9,20,000,small,1
Bürobedarf | Bürobedarf,0.6666666666666666,9,20,000,small,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,20,000,small,1
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,7,20,000,small,1
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,7,20,000,small,1
Gesundheit & Pflege | Lebensmittel & Getränke,1.0,7,20,000,small,1
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,7,20,000,small,1
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,6,20,000,small,1
Bürobedarf | Werkzeug & Baumarkt,0.0,6,20,000,small,1
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,6,20,000,small,1
Haustier & Tierbedarf | Möbel & Wohnen,0.0,5,20,000,small,1
Haustier & Tierbedarf | Werkzeug & Baumarkt,0.0,5,20,000,small,1
Bürobedarf | Sport & Freizeit,0.0,4,20,000,small,1
Haustier & Tierbedarf | Spielzeug & Baby,0.0,4,20,000,small,1
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,4,20,000,small,1
Lebensmittel & Getränke | Spielzeug & Baby,0.0,4,20,000,small,1
Lebensmittel & Getränke | Sport & Freizeit,0.0,4,20,000,small,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,4,20,000,small,1
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,3,20,000,small,1
Auto & Motorrad | Gesundheit & Pflege,0.0,3,20,000,small,1
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,3,20,000,small,1
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,20,000,small,1
Bürobedarf | Kosmetik & Drogerie,0.0,2,20,000,small,1
Auto & Motorrad | Bürobedarf,0.0,2,20,000,small,1
Elektronik & Computer | Haustier & Tierbedarf,0.0,1,20,000,small,1
Gesundheit & Pflege | Haustier & Tierbedarf,1.0,1,20,000,small,1
"Auto & Motorrad | Bücher, Filme & Musik",0.0,1,20,000,small,1
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,20,000,small,1
Haustier & Tierbedarf | Haustier & Tierbedarf,1.0,1,20,000,small,1
Bürobedarf | Gesundheit & Pflege,0.0,1,20,000,small,1
Bürobedarf | Spielzeug & Baby,0.0,1,20,000,small,1
Haustier & Tierbedarf | Kosmetik & Drogerie,0.0,1,20,000,small,1
Möbel & Wohnen | Möbel & Wohnen,0.5225806451612903,847,80,050,small,1
Kleidung & Accessoires | Kleidung & Accessoires,0.4230769230769231,828,80,050,small,1
Kleidung & Accessoires | Möbel & Wohnen,0.25,350,80,050,small,1
Elektronik & Computer | Möbel & Wohnen,0.723404255319149,241,80,050,small,1
Kleidung & Accessoires | Sport & Freizeit,0.47368421052631576,192,80,050,small,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.6111111111111112,160,80,050,small,1
Sport & Freizeit | Sport & Freizeit,0.52,153,80,050,small,1
Elektronik & Computer | Elektronik & Computer,0.75,144,80,050,small,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.7659574468085106,137,80,050,small,1
Elektronik & Computer | Kleidung & Accessoires,0.9090909090909091,125,80,050,small,1
Möbel & Wohnen | Sport & Freizeit,0.8,106,80,050,small,1
Spielzeug & Baby | Spielzeug & Baby,0.7777777777777778,73,80,050,small,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,70,80,050,small,1
Elektronik & Computer | Sport & Freizeit,0.6666666666666666,62,80,050,small,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.631578947368421,60,80,050,small,1
Kleidung & Accessoires | Spielzeug & Baby,0.0,58,80,050,small,1
Möbel & Wohnen | Spielzeug & Baby,0.8888888888888888,58,80,050,small,1
Auto & Motorrad | Auto & Motorrad,0.6,55,80,050,small,1
Kosmetik & Drogerie | Möbel & Wohnen,1.0,48,80,050,small,1
Auto & Motorrad | Kleidung & Accessoires,0.0,47,80,050,small,1
Elektronik & Computer | Werkzeug & Baumarkt,0.0,46,80,050,small,1
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,46,80,050,small,1
Auto & Motorrad | Möbel & Wohnen,0.0,44,80,050,small,1
Auto & Motorrad | Sport & Freizeit,0.2857142857142857,38,80,050,small,1
Gesundheit & Pflege | Möbel & Wohnen,1.0,34,80,050,small,1
Bürobedarf | Möbel & Wohnen,0.8333333333333334,32,80,050,small,1
Gesundheit & Pflege | Kleidung & Accessoires,1.0,31,80,050,small,1
Auto & Motorrad | Elektronik & Computer,0.2222222222222222,23,80,050,small,1
Gesundheit & Pflege | Kosmetik & Drogerie,0.8888888888888888,22,80,050,small,1
Sport & Freizeit | Werkzeug & Baumarkt,1.0,22,80,050,small,1
Elektronik & Computer | Spielzeug & Baby,0.0,21,80,050,small,1
Bürobedarf | Werkzeug & Baumarkt,0.8,20,80,050,small,1
Elektronik & Computer | Kosmetik & Drogerie,0.0,18,80,050,small,1
Elektronik & Computer | Gesundheit & Pflege,0.0,18,80,050,small,1
Gesundheit & Pflege | Gesundheit & Pflege,0.0,17,80,050,small,1
Elektronik & Computer | Lebensmittel & Getränke,1.0,14,80,050,small,1
Lebensmittel & Getränke | Möbel & Wohnen,0.0,14,80,050,small,1
Bürobedarf | Kleidung & Accessoires,1.0,14,80,050,small,1
Spielzeug & Baby | Sport & Freizeit,0.0,13,80,050,small,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,12,80,050,small,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,10,80,050,small,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,10,80,050,small,1
Bürobedarf | Elektronik & Computer,1.0,9,80,050,small,1
Lebensmittel & Getränke | Sport & Freizeit,0.2857142857142857,9,80,050,small,1
Bürobedarf | Bürobedarf,0.6666666666666666,9,80,050,small,1
Kosmetik & Drogerie | Sport & Freizeit,1.0,8,80,050,small,1
"Bücher, Filme & Musik | Spielzeug & Baby",1.0,8,80,050,small,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,7,80,050,small,1
Gesundheit & Pflege | Spielzeug & Baby,1.0,7,80,050,small,1
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,7,80,050,small,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,6,80,050,small,1
Auto & Motorrad | Spielzeug & Baby,0.0,6,80,050,small,1
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,6,80,050,small,1
Gesundheit & Pflege | Sport & Freizeit,0.0,5,80,050,small,1
Auto & Motorrad | Gesundheit & Pflege,0.0,4,80,050,small,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,4,80,050,small,1
Gesundheit & Pflege | Lebensmittel & Getränke,0.4,4,80,050,small,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,3,80,050,small,1
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,3,80,050,small,1
Auto & Motorrad | Lebensmittel & Getränke,0.0,3,80,050,small,1
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,3,80,050,small,1
Lebensmittel & Getränke | Spielzeug & Baby,0.0,3,80,050,small,1
Auto & Motorrad | Bürobedarf,0.0,2,80,050,small,1
Bürobedarf | Sport & Freizeit,0.0,2,80,050,small,1
Kosmetik & Drogerie | Lebensmittel & Getränke,0.0,2,80,050,small,1
Bürobedarf | Lebensmittel & Getränke,0.0,2,80,050,small,1
Bürobedarf | Kosmetik & Drogerie,0.0,2,80,050,small,1
Bürobedarf | Spielzeug & Baby,0.0,2,80,050,small,1
Haustier & Tierbedarf | Sport & Freizeit,0.0,2,80,050,small,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,80,050,small,1
Gesundheit & Pflege | Haustier & Tierbedarf,0.0,2,80,050,small,1
Bürobedarf | Gesundheit & Pflege,0.0,1,80,050,small,1
Haustier & Tierbedarf | Spielzeug & Baby,0.0,1,80,050,small,1
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,80,050,small,1
"Bücher, Filme & Musik | Sport & Freizeit",0.0,1,80,050,small,1
Haustier & Tierbedarf | Möbel & Wohnen,0.0,1,80,050,small,1
Kleidung & Accessoires | Kleidung & Accessoires,0.5941422594142259,894,20,050,medium,0
Möbel & Wohnen | Möbel & Wohnen,0.5207547169811321,529,20,050,medium,0
Kleidung & Accessoires | Möbel & Wohnen,0.6,339,20,050,medium,0
Elektronik & Computer | Kleidung & Accessoires,1.0,240,20,050,medium,0
Elektronik & Computer | Möbel & Wohnen,0.896551724137931,207,20,050,medium,0
Elektronik & Computer | Elektronik & Computer,0.9010989010989011,191,20,050,medium,0
Kleidung & Accessoires | Sport & Freizeit,0.5555555555555556,184,20,050,medium,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8484848484848485,161,20,050,medium,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.4444444444444444,137,20,050,medium,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,126,20,050,medium,0
Auto & Motorrad | Auto & Motorrad,0.6451612903225806,108,20,050,medium,0
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,101,20,050,medium,0
Möbel & Wohnen | Spielzeug & Baby,0.7368421052631579,81,20,050,medium,0
Elektronik & Computer | Werkzeug & Baumarkt,1.0,77,20,050,medium,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,72,20,050,medium,0
Auto & Motorrad | Kleidung & Accessoires,0.0,71,20,050,medium,0
Möbel & Wohnen | Sport & Freizeit,0.8,68,20,050,medium,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.75,66,20,050,medium,0
Spielzeug & Baby | Spielzeug & Baby,0.6666666666666666,62,20,050,medium,0
Kosmetik & Drogerie | Möbel & Wohnen,0.6666666666666666,59,20,050,medium,0
Gesundheit & Pflege | Möbel & Wohnen,1.0,44,20,050,medium,0
Auto & Motorrad | Möbel & Wohnen,1.0,39,20,050,medium,0
Sport & Freizeit | Sport & Freizeit,0.7,39,20,050,medium,0
Elektronik & Computer | Spielzeug & Baby,0.0,38,20,050,medium,0
Elektronik & Computer | Sport & Freizeit,1.0,38,20,050,medium,0
Elektronik & Computer | Kosmetik & Drogerie,1.0,36,20,050,medium,0
Gesundheit & Pflege | Kleidung & Accessoires,0.0,32,20,050,medium,0
Gesundheit & Pflege | Kosmetik & Drogerie,1.0,31,20,050,medium,0
Auto & Motorrad | Elektronik & Computer,0.0,29,20,050,medium,0
Sport & Freizeit | Werkzeug & Baumarkt,1.0,25,20,050,medium,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,22,20,050,medium,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,19,20,050,medium,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,19,20,050,medium,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,17,20,050,medium,0
Auto & Motorrad | Sport & Freizeit,0.5,17,20,050,medium,0
Gesundheit & Pflege | Gesundheit & Pflege,0.8888888888888888,16,20,050,medium,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,15,20,050,medium,0
Bürobedarf | Kleidung & Accessoires,1.0,15,20,050,medium,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,14,20,050,medium,0
Lebensmittel & Getränke | Möbel & Wohnen,1.0,14,20,050,medium,0
Elektronik & Computer | Gesundheit & Pflege,0.0,13,20,050,medium,0
Bürobedarf | Elektronik & Computer,1.0,12,20,050,medium,0
Gesundheit & Pflege | Sport & Freizeit,1.0,11,20,050,medium,0
Spielzeug & Baby | Sport & Freizeit,1.0,10,20,050,medium,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,20,050,medium,0
Elektronik & Computer | Lebensmittel & Getränke,1.0,7,20,050,medium,0
Bürobedarf | Möbel & Wohnen,0.0,7,20,050,medium,0
Elektronik & Computer | Haustier & Tierbedarf,0.0,7,20,050,medium,0
Haustier & Tierbedarf | Möbel & Wohnen,0.0,7,20,050,medium,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,6,20,050,medium,0
Auto & Motorrad | Gesundheit & Pflege,0.0,5,20,050,medium,0
Gesundheit & Pflege | Lebensmittel & Getränke,1.0,5,20,050,medium,0
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,5,20,050,medium,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,4,20,050,medium,0
Bürobedarf | Kosmetik & Drogerie,0.0,4,20,050,medium,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,4,20,050,medium,0
Auto & Motorrad | Haustier & Tierbedarf,0.0,4,20,050,medium,0
Bürobedarf | Werkzeug & Baumarkt,0.0,4,20,050,medium,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,4,20,050,medium,0
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,3,20,050,medium,0
Auto & Motorrad | Spielzeug & Baby,0.0,3,20,050,medium,0
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,3,20,050,medium,0
Bürobedarf | Sport & Freizeit,0.0,3,20,050,medium,0
Lebensmittel & Getränke | Sport & Freizeit,0.0,3,20,050,medium,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,2,20,050,medium,0
Auto & Motorrad | Bürobedarf,0.0,2,20,050,medium,0
Haustier & Tierbedarf | Werkzeug & Baumarkt,0.0,2,20,050,medium,0
Bürobedarf | Spielzeug & Baby,1.0,2,20,050,medium,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,20,050,medium,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,2,20,050,medium,0
Haustier & Tierbedarf | Haustier & Tierbedarf,1.0,2,20,050,medium,0
Bürobedarf | Lebensmittel & Getränke,0.0,1,20,050,medium,0
Bürobedarf | Gesundheit & Pflege,0.0,1,20,050,medium,0
Haustier & Tierbedarf | Sport & Freizeit,0.0,1,20,050,medium,0
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,1,20,050,medium,0
Gesundheit & Pflege | Haustier & Tierbedarf,0.0,1,20,050,medium,0
"Bücher, Filme & Musik | Bürobedarf",0.0,1,20,050,medium,0
Bürobedarf | Bürobedarf,0.0,1,20,050,medium,0
Kleidung & Accessoires | Kleidung & Accessoires,0.7133757961783439,561,50,000,large,0
Möbel & Wohnen | Möbel & Wohnen,0.7924528301886793,532,50,000,large,0
Elektronik & Computer | Elektronik & Computer,0.8549618320610687,361,50,000,large,0
Elektronik & Computer | Möbel & Wohnen,0.7391304347826086,287,50,000,large,0
Kleidung & Accessoires | Möbel & Wohnen,0.6666666666666666,273,50,000,large,0
Elektronik & Computer | Kleidung & Accessoires,0.5,220,50,000,large,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.88,195,50,000,large,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.8421052631578947,179,50,000,large,0
Auto & Motorrad | Auto & Motorrad,0.47058823529411764,145,50,000,large,0
Kleidung & Accessoires | Sport & Freizeit,0.6428571428571429,137,50,000,large,0
Kleidung & Accessoires | Werkzeug & Baumarkt,1.0,116,50,000,large,0
Spielzeug & Baby | Spielzeug & Baby,0.92,115,50,000,large,0
Elektronik & Computer | Werkzeug & Baumarkt,0.6666666666666666,105,50,000,large,0
Elektronik & Computer | Sport & Freizeit,0.6666666666666666,91,50,000,large,0
Möbel & Wohnen | Spielzeug & Baby,1.0,67,50,000,large,0
Elektronik & Computer | Spielzeug & Baby,0.0,65,50,000,large,0
Auto & Motorrad | Kleidung & Accessoires,1.0,58,50,000,large,0
Möbel & Wohnen | Sport & Freizeit,0.6666666666666666,56,50,000,large,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,53,50,000,large,0
Auto & Motorrad | Elektronik & Computer,1.0,52,50,000,large,0
Kosmetik & Drogerie | Möbel & Wohnen,0.0,51,50,000,large,0
Auto & Motorrad | Möbel & Wohnen,0.0,48,50,000,large,0
Sport & Freizeit | Sport & Freizeit,0.8571428571428571,45,50,000,large,0
Auto & Motorrad | Sport & Freizeit,0.0,45,50,000,large,0
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,43,50,000,large,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.75,42,50,000,large,0
Gesundheit & Pflege | Möbel & Wohnen,1.0,36,50,000,large,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,34,50,000,large,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,30,50,000,large,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,29,50,000,large,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.8888888888888888,28,50,000,large,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,28,50,000,large,0
Elektronik & Computer | Gesundheit & Pflege,0.6666666666666666,27,50,000,large,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,25,50,000,large,0
Gesundheit & Pflege | Kosmetik & Drogerie,1.0,18,50,000,large,0
Spielzeug & Baby | Sport & Freizeit,0.0,18,50,000,large,0
Gesundheit & Pflege | Kleidung & Accessoires,1.0,16,50,000,large,0
Elektronik & Computer | Lebensmittel & Getränke,1.0,14,50,000,large,0
Auto & Motorrad | Spielzeug & Baby,0.0,13,50,000,large,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,13,50,000,large,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,12,50,000,large,0
Lebensmittel & Getränke | Möbel & Wohnen,0.5,12,50,000,large,0
Gesundheit & Pflege | Gesundheit & Pflege,1.0,11,50,000,large,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,11,50,000,large,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,10,50,000,large,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,10,50,000,large,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,50,000,large,0
Gesundheit & Pflege | Sport & Freizeit,1.0,8,50,000,large,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,8,50,000,large,0
Bürobedarf | Möbel & Wohnen,1.0,7,50,000,large,0
Bürobedarf | Elektronik & Computer,1.0,7,50,000,large,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,7,50,000,large,0
Lebensmittel & Getränke | Sport & Freizeit,1.0,6,50,000,large,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,6,50,000,large,0
Bürobedarf | Kleidung & Accessoires,0.0,6,50,000,large,0
Haustier & Tierbedarf | Spielzeug & Baby,0.6666666666666666,6,50,000,large,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,6,50,000,large,0
Bürobedarf | Spielzeug & Baby,1.0,6,50,000,large,0
