category_pair,f1,total_count,cc,un,size,run_id
Kleidung & Accessoires | Kleidung & Accessoires,0.3641160949868074,800,50,050,small,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,5,50,050,small,0
Auto & Motorrad | Bürobedarf,0.0,4,50,050,small,0
"Bücher, Filme & Musik | Gesundheit & Pflege",0.6666666666666666,3,50,050,small,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,3,50,050,small,0
Lebensmittel & Getränke | Möbel & Wohnen,0.0,3,50,050,small,0
Bürobedarf | Kosmetik & Drogerie,0.0,3,50,050,small,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,3,50,050,small,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,50,050,small,0
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,2,50,050,small,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,2,50,050,small,0
Bürobedarf | Sport & Freizeit,0.0,2,50,050,small,0
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,1,50,050,small,0
Bürobedarf | Spielzeug & Baby,1.0,1,50,050,small,0
Elektronik & Computer | Lebensmittel & Getränke,0.0,1,50,050,small,0
"Bücher, Filme & Musik | Lebensmittel & Getränke",0.0,1,50,050,small,0
Bürobedarf | Gesundheit & Pflege,0.0,1,50,050,small,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,50,050,small,0
Möbel & Wohnen | Möbel & Wohnen,0.3050847457627119,1014,80,100,large,2
Kleidung & Accessoires | Kleidung & Accessoires,0.2857142857142857,844,80,100,large,2
Kleidung & Accessoires | Möbel & Wohnen,0.2608695652173913,382,80,100,large,2
Kleidung & Accessoires | Sport & Freizeit,0.36363636363636365,177,80,100,large,2
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.29906542056074764,170,80,100,large,2
Möbel & Wohnen | Werkzeug & Baumarkt,0.3076923076923077,155,80,100,large,2
Kosmetik & Drogerie | Kosmetik & Drogerie,0.296875,151,80,100,large,2
Elektronik & Computer | Möbel & Wohnen,0.5384615384615384,114,80,100,large,2
Elektronik & Computer | Kleidung & Accessoires,0.4166666666666667,105,80,100,large,2
Kosmetik & Drogerie | Möbel & Wohnen,0.36363636363636365,101,80,100,large,2
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,96,80,100,large,2
Sport & Freizeit | Sport & Freizeit,0.16393442622950818,91,80,100,large,2
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,84,80,100,large,2
Spielzeug & Baby | Spielzeug & Baby,0.6060606060606061,73,80,100,large,2
Möbel & Wohnen | Sport & Freizeit,0.0,62,80,100,large,2
Elektronik & Computer | Elektronik & Computer,0.36363636363636365,60,80,100,large,2
Kleidung & Accessoires | Spielzeug & Baby,0.13333333333333333,60,80,100,large,2
Gesundheit & Pflege | Gesundheit & Pflege,0.46153846153846156,56,80,100,large,2
Auto & Motorrad | Auto & Motorrad,0.3448275862068966,53,80,100,large,2
Gesundheit & Pflege | Kleidung & Accessoires,0.6666666666666666,52,80,100,large,2
Gesundheit & Pflege | Möbel & Wohnen,0.0,51,80,100,large,2
Möbel & Wohnen | Spielzeug & Baby,0.0,42,80,100,large,2
Gesundheit & Pflege | Kosmetik & Drogerie,0.35714285714285715,41,80,100,large,2
Auto & Motorrad | Kleidung & Accessoires,0.0,39,80,100,large,2
Elektronik & Computer | Sport & Freizeit,0.5555555555555556,37,80,100,large,2
Elektronik & Computer | Werkzeug & Baumarkt,0.25,31,80,100,large,2
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,27,80,100,large,2
Auto & Motorrad | Möbel & Wohnen,0.0,25,80,100,large,2
Sport & Freizeit | Werkzeug & Baumarkt,0.25,23,80,100,large,2
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,20,80,100,large,2
Elektronik & Computer | Kosmetik & Drogerie,0.0,20,80,100,large,2
Auto & Motorrad | Sport & Freizeit,0.2857142857142857,17,80,100,large,2
Auto & Motorrad | Elektronik & Computer,0.2857142857142857,14,80,100,large,2
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,12,80,100,large,2
Elektronik & Computer | Spielzeug & Baby,0.0,12,80,100,large,2
Spielzeug & Baby | Sport & Freizeit,0.0,12,80,100,large,2
Gesundheit & Pflege | Sport & Freizeit,0.0,11,80,100,large,2
Bürobedarf | Möbel & Wohnen,1.0,10,80,100,large,2
Auto & Motorrad | Kosmetik & Drogerie,0.0,10,80,100,large,2
Elektronik & Computer | Gesundheit & Pflege,0.0,9,80,100,large,2
Kosmetik & Drogerie | Sport & Freizeit,1.0,9,80,100,large,2
Auto & Motorrad | Gesundheit & Pflege,0.0,8,80,100,large,2
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,80,100,large,2
Lebensmittel & Getränke | Möbel & Wohnen,0.6666666666666666,8,80,100,large,2
Lebensmittel & Getränke | Sport & Freizeit,0.0,7,80,100,large,2
Auto & Motorrad | Werkzeug & Baumarkt,0.0,7,80,100,large,2
Bürobedarf | Kleidung & Accessoires,0.0,6,80,100,large,2
Bürobedarf | Elektronik & Computer,0.6666666666666666,6,80,100,large,2
Gesundheit & Pflege | Spielzeug & Baby,0.0,6,80,100,large,2
Gesundheit & Pflege | Lebensmittel & Getränke,0.5,5,80,100,large,2
Auto & Motorrad | Spielzeug & Baby,0.0,5,80,100,large,2
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,3,80,100,large,2
Bürobedarf | Werkzeug & Baumarkt,0.0,3,80,100,large,2
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,3,80,100,large,2
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,2,80,100,large,2
Bürobedarf | Kosmetik & Drogerie,0.0,2,80,100,large,2
Auto & Motorrad | Bürobedarf,0.0,2,80,100,large,2
Bürobedarf | Bürobedarf,0.0,2,80,100,large,2
Kosmetik & Drogerie | Lebensmittel & Getränke,0.6666666666666666,2,80,100,large,2
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,1,80,100,large,2
Bürobedarf | Spielzeug & Baby,0.0,1,80,100,large,2
Bürobedarf | Gesundheit & Pflege,0.0,1,80,100,large,2
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,1,80,100,large,2
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,1,80,100,large,2
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,80,100,large,2
Möbel & Wohnen | Möbel & Wohnen,0.43360433604336046,847,80,050,medium,0
Kleidung & Accessoires | Kleidung & Accessoires,0.3631123919308357,828,80,050,medium,0
Kleidung & Accessoires | Möbel & Wohnen,0.18181818181818182,350,80,050,medium,0
Elektronik & Computer | Möbel & Wohnen,0.7037037037037037,241,80,050,medium,0
Kleidung & Accessoires | Sport & Freizeit,0.4,192,80,050,medium,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.7857142857142857,160,80,050,medium,0
Sport & Freizeit | Sport & Freizeit,0.3157894736842105,153,80,050,medium,0
Elektronik & Computer | Elektronik & Computer,0.746268656716418,144,80,050,medium,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.5428571428571428,137,80,050,medium,0
Elektronik & Computer | Kleidung & Accessoires,0.7692307692307693,125,80,050,medium,0
Möbel & Wohnen | Sport & Freizeit,0.4444444444444444,106,80,050,medium,0
Spielzeug & Baby | Spielzeug & Baby,0.7317073170731707,73,80,050,medium,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,70,80,050,medium,0
Elektronik & Computer | Sport & Freizeit,0.6666666666666666,62,80,050,medium,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.32432432432432434,60,80,050,medium,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,58,80,050,medium,0
Möbel & Wohnen | Spielzeug & Baby,0.3333333333333333,58,80,050,medium,0
Auto & Motorrad | Auto & Motorrad,0.5,55,80,050,medium,0
Kosmetik & Drogerie | Möbel & Wohnen,0.5,48,80,050,medium,0
Auto & Motorrad | Kleidung & Accessoires,0.0,47,80,050,medium,0
Elektronik & Computer | Werkzeug & Baumarkt,0.0,46,80,050,medium,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,46,80,050,medium,0
Auto & Motorrad | Möbel & Wohnen,0.0,44,80,050,medium,0
Auto & Motorrad | Sport & Freizeit,0.36363636363636365,38,80,050,medium,0
Gesundheit & Pflege | Möbel & Wohnen,0.6666666666666666,34,80,050,medium,0
Bürobedarf | Möbel & Wohnen,0.8333333333333334,32,80,050,medium,0
Gesundheit & Pflege | Kleidung & Accessoires,0.5454545454545454,31,80,050,medium,0
Auto & Motorrad | Elektronik & Computer,0.2,23,80,050,medium,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.5,22,80,050,medium,0
Sport & Freizeit | Werkzeug & Baumarkt,1.0,22,80,050,medium,0
Elektronik & Computer | Spielzeug & Baby,0.0,21,80,050,medium,0
Bürobedarf | Werkzeug & Baumarkt,1.0,20,80,050,medium,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,18,80,050,medium,0
Elektronik & Computer | Gesundheit & Pflege,0.0,18,80,050,medium,0
Gesundheit & Pflege | Gesundheit & Pflege,0.4,17,80,050,medium,0
Elektronik & Computer | Lebensmittel & Getränke,1.0,14,80,050,medium,0
Lebensmittel & Getränke | Möbel & Wohnen,1.0,14,80,050,medium,0
Bürobedarf | Kleidung & Accessoires,0.6666666666666666,14,80,050,medium,0
Spielzeug & Baby | Sport & Freizeit,0.0,13,80,050,medium,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,12,80,050,medium,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,10,80,050,medium,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,10,80,050,medium,0
Bürobedarf | Elektronik & Computer,1.0,9,80,050,medium,0
Lebensmittel & Getränke | Sport & Freizeit,0.2857142857142857,9,80,050,medium,0
Bürobedarf | Bürobedarf,0.6666666666666666,9,80,050,medium,0
Kosmetik & Drogerie | Sport & Freizeit,1.0,8,80,050,medium,0
"Bücher, Filme & Musik | Spielzeug & Baby",1.0,8,80,050,medium,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,7,80,050,medium,0
Gesundheit & Pflege | Spielzeug & Baby,0.5,7,80,050,medium,0
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,7,80,050,medium,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,6,80,050,medium,0
Auto & Motorrad | Spielzeug & Baby,0.0,6,80,050,medium,0
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,6,80,050,medium,0
Gesundheit & Pflege | Sport & Freizeit,0.0,5,80,050,medium,0
Auto & Motorrad | Gesundheit & Pflege,0.0,4,80,050,medium,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,4,80,050,medium,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.4,4,80,050,medium,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,3,80,050,medium,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,3,80,050,medium,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,3,80,050,medium,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,3,80,050,medium,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,3,80,050,medium,0
Auto & Motorrad | Bürobedarf,0.0,2,80,050,medium,0
Bürobedarf | Sport & Freizeit,0.0,2,80,050,medium,0
Kosmetik & Drogerie | Lebensmittel & Getränke,0.6666666666666666,2,80,050,medium,0
Bürobedarf | Lebensmittel & Getränke,0.0,2,80,050,medium,0
Bürobedarf | Kosmetik & Drogerie,0.0,2,80,050,medium,0
Bürobedarf | Spielzeug & Baby,0.0,2,80,050,medium,0
Haustier & Tierbedarf | Sport & Freizeit,0.0,2,80,050,medium,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,80,050,medium,0
Gesundheit & Pflege | Haustier & Tierbedarf,1.0,2,80,050,medium,0
Bürobedarf | Gesundheit & Pflege,0.0,1,80,050,medium,0
Haustier & Tierbedarf | Spielzeug & Baby,0.0,1,80,050,medium,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,80,050,medium,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,1,80,050,medium,0
Haustier & Tierbedarf | Möbel & Wohnen,0.0,1,80,050,medium,0
Möbel & Wohnen | Möbel & Wohnen,0.45317220543806647,847,80,050,medium,1
Kleidung & Accessoires | Kleidung & Accessoires,0.3597560975609756,828,80,050,medium,1
Kleidung & Accessoires | Möbel & Wohnen,0.10526315789473684,350,80,050,medium,1
Elektronik & Computer | Möbel & Wohnen,0.6909090909090909,241,80,050,medium,1
Kleidung & Accessoires | Sport & Freizeit,0.5217391304347826,192,80,050,medium,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.5945945945945946,160,80,050,medium,1
Sport & Freizeit | Sport & Freizeit,0.3333333333333333,153,80,050,medium,1
Elektronik & Computer | Elektronik & Computer,0.8,144,80,050,medium,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.5277777777777778,137,80,050,medium,1
Elektronik & Computer | Kleidung & Accessoires,0.7058823529411765,125,80,050,medium,1
Möbel & Wohnen | Sport & Freizeit,0.4,106,80,050,medium,1
Spielzeug & Baby | Spielzeug & Baby,0.7692307692307693,73,80,050,medium,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,70,80,050,medium,1
Elektronik & Computer | Sport & Freizeit,0.625,62,80,050,medium,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.3157894736842105,60,80,050,medium,1
Kleidung & Accessoires | Spielzeug & Baby,0.0,58,80,050,medium,1
Möbel & Wohnen | Spielzeug & Baby,0.3333333333333333,58,80,050,medium,1
Auto & Motorrad | Auto & Motorrad,0.46153846153846156,55,80,050,medium,1
Kosmetik & Drogerie | Möbel & Wohnen,0.36363636363636365,48,80,050,medium,1
Auto & Motorrad | Kleidung & Accessoires,0.0,47,80,050,medium,1
Elektronik & Computer | Werkzeug & Baumarkt,0.0,46,80,050,medium,1
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,46,80,050,medium,1
Auto & Motorrad | Möbel & Wohnen,0.0,44,80,050,medium,1
Auto & Motorrad | Sport & Freizeit,0.5,38,80,050,medium,1
Gesundheit & Pflege | Möbel & Wohnen,1.0,34,80,050,medium,1
Bürobedarf | Möbel & Wohnen,0.8888888888888888,32,80,050,medium,1
Gesundheit & Pflege | Kleidung & Accessoires,0.5454545454545454,31,80,050,medium,1
Auto & Motorrad | Elektronik & Computer,0.2222222222222222,23,80,050,medium,1
Gesundheit & Pflege | Kosmetik & Drogerie,0.5714285714285714,22,80,050,medium,1
Sport & Freizeit | Werkzeug & Baumarkt,1.0,22,80,050,medium,1
Elektronik & Computer | Spielzeug & Baby,0.0,21,80,050,medium,1
Bürobedarf | Werkzeug & Baumarkt,1.0,20,80,050,medium,1
Elektronik & Computer | Kosmetik & Drogerie,0.0,18,80,050,medium,1
Elektronik & Computer | Gesundheit & Pflege,0.0,18,80,050,medium,1
Gesundheit & Pflege | Gesundheit & Pflege,0.4444444444444444,17,80,050,medium,1
Elektronik & Computer | Lebensmittel & Getränke,1.0,14,80,050,medium,1
Lebensmittel & Getränke | Möbel & Wohnen,0.6666666666666666,14,80,050,medium,1
Bürobedarf | Kleidung & Accessoires,1.0,14,80,050,medium,1
Spielzeug & Baby | Sport & Freizeit,0.0,13,80,050,medium,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,12,80,050,medium,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,10,80,050,medium,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,10,80,050,medium,1
Bürobedarf | Elektronik & Computer,0.6666666666666666,9,80,050,medium,1
Lebensmittel & Getränke | Sport & Freizeit,0.3333333333333333,9,80,050,medium,1
Bürobedarf | Bürobedarf,0.6666666666666666,9,80,050,medium,1
Kosmetik & Drogerie | Sport & Freizeit,0.0,8,80,050,medium,1
"Bücher, Filme & Musik | Spielzeug & Baby",1.0,8,80,050,medium,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,7,80,050,medium,1
Gesundheit & Pflege | Spielzeug & Baby,0.6666666666666666,7,80,050,medium,1
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,7,80,050,medium,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,6,80,050,medium,1
Auto & Motorrad | Spielzeug & Baby,0.0,6,80,050,medium,1
"Bücher, Filme & Musik | Möbel & Wohnen",0.6666666666666666,6,80,050,medium,1
Gesundheit & Pflege | Sport & Freizeit,0.0,5,80,050,medium,1
Auto & Motorrad | Gesundheit & Pflege,0.0,4,80,050,medium,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,4,80,050,medium,1
Gesundheit & Pflege | Lebensmittel & Getränke,0.5,4,80,050,medium,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,3,80,050,medium,1
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,3,80,050,medium,1
Auto & Motorrad | Lebensmittel & Getränke,0.0,3,80,050,medium,1
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,3,80,050,medium,1
Lebensmittel & Getränke | Spielzeug & Baby,0.0,3,80,050,medium,1
Auto & Motorrad | Bürobedarf,0.0,2,80,050,medium,1
Bürobedarf | Sport & Freizeit,0.0,2,80,050,medium,1
Kosmetik & Drogerie | Lebensmittel & Getränke,0.0,2,80,050,medium,1
Bürobedarf | Lebensmittel & Getränke,0.0,2,80,050,medium,1
Bürobedarf | Kosmetik & Drogerie,0.0,2,80,050,medium,1
Bürobedarf | Spielzeug & Baby,0.0,2,80,050,medium,1
Haustier & Tierbedarf | Sport & Freizeit,0.0,2,80,050,medium,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,80,050,medium,1
Gesundheit & Pflege | Haustier & Tierbedarf,1.0,2,80,050,medium,1
Bürobedarf | Gesundheit & Pflege,0.0,1,80,050,medium,1
Haustier & Tierbedarf | Spielzeug & Baby,0.0,1,80,050,medium,1
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,80,050,medium,1
"Bücher, Filme & Musik | Sport & Freizeit",0.0,1,80,050,medium,1
Haustier & Tierbedarf | Möbel & Wohnen,0.0,1,80,050,medium,1
Möbel & Wohnen | Möbel & Wohnen,0.4376899696048632,847,80,050,large,1
Kleidung & Accessoires | Kleidung & Accessoires,0.37222222222222223,828,80,050,large,1
Kleidung & Accessoires | Möbel & Wohnen,0.1111111111111111,350,80,050,large,1
Elektronik & Computer | Möbel & Wohnen,0.7307692307692307,241,80,050,large,1
Kleidung & Accessoires | Sport & Freizeit,0.42857142857142855,192,80,050,large,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.5128205128205128,160,80,050,large,1
Sport & Freizeit | Sport & Freizeit,0.27906976744186046,153,80,050,large,1
Elektronik & Computer | Elektronik & Computer,0.7428571428571429,144,80,050,large,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.47619047619047616,137,80,050,large,1
Elektronik & Computer | Kleidung & Accessoires,0.6,125,80,050,large,1
Möbel & Wohnen | Sport & Freizeit,0.36363636363636365,106,80,050,large,1
Spielzeug & Baby | Spielzeug & Baby,0.6956521739130435,73,80,050,large,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,70,80,050,large,1
Elektronik & Computer | Sport & Freizeit,0.625,62,80,050,large,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.5,60,80,050,large,1
Kleidung & Accessoires | Spielzeug & Baby,0.0,58,80,050,large,1
Möbel & Wohnen | Spielzeug & Baby,0.2857142857142857,58,80,050,large,1
Auto & Motorrad | Auto & Motorrad,0.5454545454545454,55,80,050,large,1
Kosmetik & Drogerie | Möbel & Wohnen,0.2857142857142857,48,80,050,large,1
Auto & Motorrad | Kleidung & Accessoires,0.0,47,80,050,large,1
Elektronik & Computer | Werkzeug & Baumarkt,0.0,46,80,050,large,1
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,46,80,050,large,1
Auto & Motorrad | Möbel & Wohnen,0.0,44,80,050,large,1
Auto & Motorrad | Sport & Freizeit,0.42857142857142855,38,80,050,large,1
Gesundheit & Pflege | Möbel & Wohnen,1.0,34,80,050,large,1
Bürobedarf | Möbel & Wohnen,0.9090909090909091,32,80,050,large,1
Gesundheit & Pflege | Kleidung & Accessoires,0.6666666666666666,31,80,050,large,1
Auto & Motorrad | Elektronik & Computer,0.2,23,80,050,large,1
Gesundheit & Pflege | Kosmetik & Drogerie,0.7272727272727273,22,80,050,large,1
Sport & Freizeit | Werkzeug & Baumarkt,1.0,22,80,050,large,1
Elektronik & Computer | Spielzeug & Baby,0.0,21,80,050,large,1
Bürobedarf | Werkzeug & Baumarkt,1.0,20,80,050,large,1
Elektronik & Computer | Kosmetik & Drogerie,0.0,18,80,050,large,1
Elektronik & Computer | Gesundheit & Pflege,0.0,18,80,050,large,1
Gesundheit & Pflege | Gesundheit & Pflege,0.3333333333333333,17,80,050,large,1
Elektronik & Computer | Lebensmittel & Getränke,1.0,14,80,050,large,1
Lebensmittel & Getränke | Möbel & Wohnen,1.0,14,80,050,large,1
Bürobedarf | Kleidung & Accessoires,1.0,14,80,050,large,1
Spielzeug & Baby | Sport & Freizeit,0.0,13,80,050,large,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,12,80,050,large,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,10,80,050,large,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,10,80,050,large,1
Bürobedarf | Elektronik & Computer,1.0,9,80,050,large,1
Lebensmittel & Getränke | Sport & Freizeit,0.2857142857142857,9,80,050,large,1
Bürobedarf | Bürobedarf,1.0,9,80,050,large,1
Kosmetik & Drogerie | Sport & Freizeit,1.0,8,80,050,large,1
"Bücher, Filme & Musik | Spielzeug & Baby",1.0,8,80,050,large,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,7,80,050,large,1
Gesundheit & Pflege | Spielzeug & Baby,0.6666666666666666,7,80,050,large,1
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,7,80,050,large,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,6,80,050,large,1
Auto & Motorrad | Spielzeug & Baby,0.0,6,80,050,large,1
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,6,80,050,large,1
Gesundheit & Pflege | Sport & Freizeit,0.0,5,80,050,large,1
Auto & Motorrad | Gesundheit & Pflege,0.0,4,80,050,large,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,4,80,050,large,1
Gesundheit & Pflege | Lebensmittel & Getränke,0.4,4,80,050,large,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,3,80,050,large,1
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,3,80,050,large,1
Auto & Motorrad | Lebensmittel & Getränke,0.0,3,80,050,large,1
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,3,80,050,large,1
Lebensmittel & Getränke | Spielzeug & Baby,0.0,3,80,050,large,1
Auto & Motorrad | Bürobedarf,0.0,2,80,050,large,1
Bürobedarf | Sport & Freizeit,0.0,2,80,050,large,1
Kosmetik & Drogerie | Lebensmittel & Getränke,0.0,2,80,050,large,1
Bürobedarf | Lebensmittel & Getränke,0.0,2,80,050,large,1
Bürobedarf | Kosmetik & Drogerie,0.0,2,80,050,large,1
Bürobedarf | Spielzeug & Baby,0.0,2,80,050,large,1
Haustier & Tierbedarf | Sport & Freizeit,0.0,2,80,050,large,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,80,050,large,1
