language,split,ratio,unseen,size,file,rows_before,rows_deleted,rows_after,matches_before,matches_after,nonmatches_before,nonmatches_after,products_before,products_after,offers_before,offers_after,seen_product_share_after,sha256_before,sha256_after
de,validation,20cc80rnd,100un,large,validation-sets/products20cc80rnd100un_valid_large.json.gz,4500,38,4462,500,490,4000,3972,500,500,1000,1000,0.5,3622e687a52c9fccc74105c783cbc7e0e12e6feea442ccb44e8099740a438cd5,85a91f620ee4b29e06325da2785156c0bb4337a04ec6cba6b727bcee136d4a48
de,validation,20cc80rnd,100un,medium,validation-sets/products20cc80rnd100un_valid_medium.json.gz,3500,31,3469,500,490,3000,2979,500,500,1000,1000,0.5,ec1030588bb5802e20161eeaa957acdd56a8905687c5919885441525934324d7,83cb1cff39d3781652a3263d62a5af3dd1d6cd496a04ab5c957c2f87018288ce
de,validation,20cc80rnd,100un,small,validation-sets/products20cc80rnd100un_valid_small.json.gz,2500,26,2474,500,490,2000,1984,500,500,1000,1000,0.5,ee0676687d30b6213964fd019653075456c426f5e8621599a0672d1b074a15ff,0c3e0c46e9b6766b107b8ea8da847c919185dc4fd04c38e9c700a20bad6480b7
de,validation,50cc50rnd,000un,large,validation-sets/products50cc50rnd000un_valid_large.json.gz,4500,50,4450,500,479,4000,3971,500,500,1000,1000,1.0,10916c0d169787b067c27949ffdca07b18644a403b2af3baa7b1aaca31233a30,7f2650692af5f483a04c06781baac7908c0073708546a2ddd5428ecad43b4f3c
de,validation,50cc50rnd,000un,medium,validation-sets/products50cc50rnd000un_valid_medium.json.gz,3500,44,3456,500,479,3000,2977,500,500,1000,1000,1.0,2d36b96ea5df4ad4feeaf352796f103c9cbf65d2329f8bf8ff8fb88d71dcc75b,5dc72509d87056f59c2445e7d750882d30bb573d2e6c49402c2b08b8a3e5c8b3
de,validation,50cc50rnd,000un,small,validation-sets/products50cc50rnd000un_valid_small.json.gz,2500,35,2465,500,479,2000,1986,500,500,1000,1000,1.0,56a54c0aa82bc11b9473b39f6f57ffa1f3eca3e398dc14aff9da1c7f1a778052,ebb33edde5bbaf9b4dfb17f94d42817aaea762e49722443ee5682f083e6e9da2
de,validation,50cc50rnd,050un,large,validation-sets/products50cc50rnd050un_valid_large.json.gz,4500,50,4450,500,487,4000,3963,500,500,1000,1000,0.5,a152abcac54021d89deb6db0174a4474f7b74dcf2d91dd7f6a2d9c77d4f96d21,d3a82dc86680a4b5c32ab9d0b27e5ca640105e525d520534d3d31255ddf10d54
de,validation,50cc50rnd,050un,medium,validation-sets/products50cc50rnd050un_valid_medium.json.gz,3500,47,3453,500,487,3000,2966,500,500,1000,1000,0.5,455d1d5279871130f7027d8d21ff4022c23a29c5acb37b121fb78e138156d70b,858184b245bd7cfe8a2b62b236641cda3a579506b4bc360a5fa4e1c587d870db
de,validation,50cc50rnd,050un,small,validation-sets/products50cc50rnd050un_valid_small.json.gz,2500,35,2465,500,487,2000,1978,500,500,1000,1000,0.5,cd03dca42c4507276a9072a08fde55f12a819c6d9144f6827dbbbf6351fd1fb4,4a286b4223f6056fc99962d3c64c9d56a6b8d56968b37c471b09f65f9a788816
de,validation,50cc50rnd,100un,large,validation-sets/products50cc50rnd100un_valid_large.json.gz,4500,50,4450,500,487,4000,3963,500,500,1000,1000,0.5,06186db767644a9bf827c27d25af215caefca8f173ef43a9c2c3476596d63404,d3a82dc86680a4b5c32ab9d0b27e5ca640105e525d520534d3d31255ddf10d54
de,validation,50cc50rnd,100un,medium,validation-sets/products50cc50rnd100un_valid_medium.json.gz,3500,47,3453,500,487,3000,2966,500,500,1000,1000,0.5,d0420602da723948b6ee5872484bdbc8b22192b7e7968d30b9bfc50b98a69dc4,858184b245bd7cfe8a2b62b236641cda3a579506b4bc360a5fa4e1c587d870db
de,validation,50cc50rnd,100un,small,validation-sets/products50cc50rnd100un_valid_small.json.gz,2500,35,2465,500,487,2000,1978,500,500,1000,1000,0.5,071e653f4349a55e285f42802cd2801b3fff1895189739d25acfeb07d6915d5b,4a286b4223f6056fc99962d3c64c9d56a6b8d56968b37c471b09f65f9a788816
de,validation,80cc20rnd,000un,large,validation-sets/products80cc20rnd000un_valid_large.json.gz,4500,48,4452,500,485,4000,3967,500,500,1000,1000,1.0,270cf1e3113c81aa7552daba5911ecd1cdda5f2fb00dbe4573877ae1b5091ac5,951f3efca6d3f10b6052c146a9444c447e4e7239f801f4aa9cecf9f4b7903ac9
de,validation,80cc20rnd,000un,medium,validation-sets/products80cc20rnd000un_valid_medium.json.gz,3500,45,3455,500,485,3000,2970,500,500,1000,1000,1.0,6cac5dbf4154f29027cbcb61901d46c5d4d8add8b4e6177bff85116176ccf2ff,4a4931b1b3ba1724c8c1815c386e255cbe4f7412f41bed3166a35300fb323e20
de,validation,80cc20rnd,000un,small,validation-sets/products80cc20rnd000un_valid_small.json.gz,2500,30,2470,500,485,2000,1985,500,500,1000,1000,1.0,70a3ae067844ae7d9216775cc76057a477be6846d80eba9d241d9549bed4bb4d,52cbf9e1590b507f45847ac46818ec97c68f4723465cfcfc8785740f506a9d83
de,validation,80cc20rnd,050un,large,validation-sets/products80cc20rnd050un_valid_large.json.gz,4500,64,4436,500,490,4000,3946,500,500,1000,1000,0.5,9a7e3aab398f5bf7991bfdc2bc71cea6b2568228688f93fc067dfdf3a23cef8a,0a4119fe3ed7bc4cc65b249525f3b136ecbb22a40d988721eba427180ee0e16d
de,validation,80cc20rnd,050un,medium,validation-sets/products80cc20rnd050un_valid_medium.json.gz,3500,52,3448,500,490,3000,2958,500,500,1000,1000,0.5,70e9b123b5c158c4aa1bceb0b294570ae1522f4c8e597f0c9196f6ed38120f0c,a6e342b18e1f576f34675874232aff87616dcefcd1ee828d2bcd2e01f8d26540
de,validation,80cc20rnd,050un,small,validation-sets/products80cc20rnd050un_valid_small.json.gz,2500,34,2466,500,490,2000,1976,500,500,1000,1000,0.5,f177540a1eaa0989eb15203e1ad08dbb0b82f5e8c3bd07538965a78b7c59d3a0,3dc0ac4eb1a14996b588ec47309d9375134a1af5b49dc23c0a535387dc5bcadd
de,validation,80cc20rnd,100un,large,validation-sets/products80cc20rnd100un_valid_large.json.gz,4500,64,4436,500,490,4000,3946,500,500,1000,1000,0.5,56a28e6cdc8cd61d781c7bfba080ac61d3a1a446cdb93e83111a1898dabe55de,0a4119fe3ed7bc4cc65b249525f3b136ecbb22a40d988721eba427180ee0e16d
de,validation,80cc20rnd,100un,medium,validation-sets/products80cc20rnd100un_valid_medium.json.gz,3500,52,3448,500,490,3000,2958,500,500,1000,1000,0.5,8ec2a84d37bd52ec1414fea18caa3cd491d330dd03d1b145d4445afef4540d55,a6e342b18e1f576f34675874232aff87616dcefcd1ee828d2bcd2e01f8d26540
de,validation,80cc20rnd,100un,small,validation-sets/products80cc20rnd100un_valid_small.json.gz,2500,34,2466,500,490,2000,1976,500,500,1000,1000,0.5,35ff4de532c517301413561e0c209eb2b38a9204b24ec44e24c81be7d94d061f,3dc0ac4eb1a14996b588ec47309d9375134a1af5b49dc23c0a535387dc5bcadd
en,test,20cc80rnd,000un,,gold-standards_adjusted/products20cc80rnd000un_gs.json.gz,4478,24,4454,408,407,4070,4047,500,500,1000,1000,1.0,df4c96254a00ec7a93587b00f654ed0f74fb9c2553e62bebc47689c05631de39,b9bcaa9c544c299b8283aa39164be1833045b69eceb8229d377654d5d24288b1
en,test,20cc80rnd,050un,,gold-standards_adjusted/products20cc80rnd050un_gs.json.gz,4455,26,4429,355,352,4100,4077,500,500,1000,1000,0.5,043f0a1a5e3b08ba8c1c7a85727cf97c2156b5433be9e53d1c508855d78907b2,2cb2253c7ebfe85c2d55a11783c0d623ac2185b908d4c7efcef9917c1ad147f3
en,test,20cc80rnd,100un,,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,4459,10,4449,366,360,4093,4089,500,500,1000,1000,0.0,cb249a009da46619c8eaf5115b770824b0539962493192a17922e32524a46955,020763e0eb2e3ff2094c7fa105323e4dad19413331a7598ed4af48dcc627595a
en,test,50cc50rnd,000un,,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,4470,43,4427,366,364,4104,4063,500,500,1000,1000,1.0,8724ea366b08f3771165e2417c087e7abb8f7102abfcae563342d18596a218a6,478c817246983d5a9bc60590f2cb02f9232dc98351acfdf66743cda1152b33a7
en,test,50cc50rnd,050un,,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,4466,48,4418,355,346,4111,4072,500,500,1000,1000,0.5,b2f9f4dde269004cba438bb50cab519056b542c1c196f12fabfcf0c102e87158,9f5df2064a053e4148a198695201c4d780c932a2d4a28fa40b45ee31196e2ab7
en,test,50cc50rnd,100un,,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,4479,21,4458,382,369,4097,4089,500,500,1000,1000,0.0,b257db32215cfeb41110c156d57c789264040d53d267dfb5556ff4bfe3a2833c,755349719247dfd18be50d6176bbe0849f7d095a801f5a1782f6698cd3b8ffef
en,test,80cc20rnd,000un,,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,4474,34,4440,346,342,4128,4098,500,500,1000,1000,1.0,79b44f7ae278105827c51d517b42931965bf592804a003f603e454a173b56ce9,30a94d68ae57bb6d3c94e695575e00ffb55543f0554f7cf416eb3302767d845e
en,test,80cc20rnd,050un,,gold-standards_adjusted/products80cc20rnd050un_gs.json.gz,4470,33,4437,371,361,4099,4076,500,500,1000,1000,0.5,f074a35f270876cc24c70ff61c232f81b33ac1610e5f4921e1d948a7a68d9bf3,e26f754aaa540ab28578400991a144f561e03e17e7eabd2dc37de0e21659aaf4
en,test,80cc20rnd,100un,,gold-standards_adjusted/products80cc20rnd100un_gs.json.gz,4463,16,4447,356,348,4107,4099,500,500,1000,1000,0.0,3b31a4cc841e88006f59f8b39e68adb36d0861b680577b230a1d322317cef7a7,0663cacb112f1e14d8e6d129905621d35f73303fe3052434514722484d8a8dea
en,train,20cc80rnd,000un,large,training-sets/products20cc80rnd000un_train_large.json.gz,27393,281,27112,13273,13100,14120,14012,500,500,3530,3530,,1cd7eb0fbd19c604a11d25d9c1009ce3d3626024a7b18c67b949abc2e5dd99b7,a2277f614198a9c97b354f628cbb86ee7649214459c848db20e4443acd9ceeb6
en,train,20cc80rnd,000un,medium,training-sets/products20cc80rnd000un_train_medium.json.gz,6000,87,5913,1500,1457,4500,4456,500,500,1500,1500,,4c73e219283e99668c6560fcd6c862ab4fb0474775b1342ab4d2dcd4e527daa0,2fc4585039e8e1d754df42c8f7d22fb21ea4ea373ff567c218c75c68afd65646
en,train,20cc80rnd,000un,small,training-sets/products20cc80rnd000un_train_small.json.gz,2500,36,2464,500,485,2000,1979,500,500,1000,1000,,927aad8d0a732bf5f558f545c5368b7ef91ffb41985e473cce13b99311c207ab,9df94d9358a836a026698ee7e58dbbbab7ef24ba41352144ce02aa72abc08f85
en,train,50cc50rnd,000un,large,training-sets/products50cc50rnd000un_train_large.json.gz,27324,300,27024,13196,13024,14128,14000,500,500,3532,3532,,a9a20333fdea07cfe0b033210f515bdcf6d58b0c50189073af33bf5fe42bf737,2aff5896dd4f385c9ccc37c56a6878c428e85ba3c217b60728dc86c7538b6b0f
en,train,50cc50rnd,000un,medium,training-sets/products50cc50rnd000un_train_medium.json.gz,6000,95,5905,1500,1464,4500,4441,500,500,1500,1500,,a6e85dc5e1a27b281804eeb93f64c9f18d94f634700806a2d4729bb04f672656,79b74031d8e4c128e04aff6ac37638e4643b6f7443e02ae243c9d897001bff01
en,train,50cc50rnd,000un,small,training-sets/products50cc50rnd000un_train_small.json.gz,2500,39,2461,500,482,2000,1979,500,500,1000,1000,,4dfb59cbbbda180aa6291bc5a268d235b80bd6927bf6c7f773f6f324641fe92b,49ca38adc399fc6adc395956991a312286fe7cbc614a0704e21b9b8a0f167be1
en,train,80cc20rnd,000un,large,training-sets/products80cc20rnd000un_train_large.json.gz,26888,317,26571,12896,12747,13992,13824,500,500,3498,3498,,8ca425013196e0bf2d8bfebf54ea927ce9779d7d8b8d21d21d31a26fd3f050d5,4c0cee773b9efd0eb4327b2652adb885b5caa980a043dd0fc11b73dbaf068fad
en,train,80cc20rnd,000un,medium,training-sets/products80cc20rnd000un_train_medium.json.gz,6000,103,5897,1500,1462,4500,4435,500,500,1500,1500,,5e22a687ea8b73ca14c0898eeb356d519637d1a142d2c66c90c2807523faf83d,5edf0c84dfd436998bab6efa024ff9a47b0d9dffb3d3df8cae33a4e51194394e
en,train,80cc20rnd,000un,small,training-sets/products80cc20rnd000un_train_small.json.gz,2500,25,2475,500,492,2000,1983,500,500,1000,1000,,6ce020544e1f5c5768358367b7cd102619383c15d76593709822f6db9133a907,541ea3ff0fec9c117c66911a53a0ac8eab0034ec08fde9723ffd4c91633776c2
en,validation,20cc80rnd,000un,large,validation-sets/products20cc80rnd000un_valid_large.json.gz,4500,25,4475,500,491,4000,3984,500,500,1000,1000,1.0,051fc1f372015853caf5b899f57422665f135097c7b24cee6190523ae4f40651,0f4e3bb8633473c12fe212c4c0fadfaca31799c9e6416b0233e2baac84788665
en,validation,20cc80rnd,000un,medium,validation-sets/products20cc80rnd000un_valid_medium.json.gz,3500,20,3480,500,491,3000,2989,500,500,1000,1000,1.0,915aca8cc3a2e535e3f7a9c92f1b207113631d173e40fa9f3deb3c376171663e,dc4749a2ea1975784368d834525d3d4f2b6d1cdc12d46cf4612225db12e1a906
en,validation,20cc80rnd,000un,small,validation-sets/products20cc80rnd000un_valid_small.json.gz,2500,16,2484,500,491,2000,1993,500,500,1000,1000,1.0,81c81e70fb136208c4896c540c2de9fb2ca0a198da3bcac998c3cfa3988a5222,be9c1e37aff2556cd3ec28d1b1a2c3a89d73e39f122676fb486953b0e8a8488c
en,validation,20cc80rnd,050un,large,validation-sets/products20cc80rnd050un_valid_large.json.gz,4500,38,4462,500,490,4000,3972,500,500,1000,1000,0.5,3103d4595bbac0081375ddf66b21cff7e66404a9754e8acf3016631281c34901,5aa7cf6f016e584e9596465a5c1d38cfc9a19fa68789fa5ef8dfda3705d13e24
en,validation,20cc80rnd,050un,medium,validation-sets/products20cc80rnd050un_valid_medium.json.gz,3500,31,3469,500,490,3000,2979,500,500,1000,1000,0.5,89c4c1e20b28157715a2410b3b4729aed35f8da0950b36e46a769375449dca47,39bc191002037d185e6d1a93cd250ce0dd44c6878481e29c5eb7bfe5571380cc
en,validation,20cc80rnd,050un,small,validation-sets/products20cc80rnd050un_valid_small.json.gz,2500,26,2474,500,490,2000,1984,500,500,1000,1000,0.5,cdb718388df2f18f2c33dae8034eae57699cec86fde72bbb4c83f1847b6143de,3444d66986f676fc0ba28175dca2485b41f921656a27a2acb26510e994b2eee8
en,validation,20cc80rnd,100un,large,validation-sets/products20cc80rnd100un_valid_large.json.gz,4500,38,4462,500,490,4000,3972,500,500,1000,1000,0.5,6e73341786a60b30272c3c6a822d7f1dd2c0ac88ad9f675903cfefadb5d039fa,5aa7cf6f016e584e9596465a5c1d38cfc9a19fa68789fa5ef8dfda3705d13e24
en,validation,20cc80rnd,100un,medium,validation-sets/products20cc80rnd100un_valid_medium.json.gz,3500,31,3469,500,490,3000,2979,500,500,1000,1000,0.5,4e74dd1d9f15357796b2d286aeb0520828425d647a506b920fcff7912bbfd519,39bc191002037d185e6d1a93cd250ce0dd44c6878481e29c5eb7bfe5571380cc
en,validation,20cc80rnd,100un,small,validation-sets/products20cc80rnd100un_valid_small.json.gz,2500,26,2474,500,490,2000,1984,500,500,1000,1000,0.5,4b8bb693f30f0410309e14846dfae821db7a05849d922023880263a9e4f2b978,3444d66986f676fc0ba28175dca2485b41f921656a27a2acb26510e994b2eee8
en,validation,50cc50rnd,000un,large,validation-sets/products50cc50rnd000un_valid_large.json.gz,4500,50,4450,500,479,4000,3971,500,500,1000,1000,1.0,dbf9a67b354121a816694ece37a7d7cf6552d7510946e3a2a15216a6366c1d07,5c9da02a687e0d9b74123dbf7814dc0838bc7476fb432e89c423ab43f4042d90
en,validation,50cc50rnd,000un,medium,validation-sets/products50cc50rnd000un_valid_medium.json.gz,3500,44,3456,500,479,3000,2977,500,500,1000,1000,1.0,e03c2cd946e8eb25866d2947435ef828f5910ac383c73174f7d23c7630cfa863,4357a740e544690a8616431c4a826692df0f5a7346891e626cadbc60a8f79753
en,validation,50cc50rnd,000un,small,validation-sets/products50cc50rnd000un_valid_small.json.gz,2500,35,2465,500,479,2000,1986,500,500,1000,1000,1.0,b4c8ed4a2b6fb92d6d3e6055c6f19e05fcf670073b821ddec094e708ecda390b,3ead66bdab8b322070dd250dd39857e2166460a0279f7b73eb5374254003b1e9
en,validation,50cc50rnd,050un,large,validation-sets/products50cc50rnd050un_valid_large.json.gz,4500,50,4450,500,487,4000,3963,500,500,1000,1000,0.5,83e8cb976a4f7012fd02a22e858ecd01fd4d9fb8b61e9057bc332ac6e57063b3,cd0d2c6df13934553c4c0555db3d91d0a7b7da41dc7a9536d6759c5d2c1ad635
en,validation,50cc50rnd,050un,medium,validation-sets/products50cc50rnd050un_valid_medium.json.gz,3500,47,3453,500,487,3000,2966,500,500,1000,1000,0.5,e2c3dfef7f2f82de797a2fdcc9c225a0f75d4b1ef4752735e51bfff83d70812b,de1cc286635d1b862931905622be33404b0c779e1ed982838e669d812f7a3d16
en,validation,50cc50rnd,050un,small,validation-sets/products50cc50rnd050un_valid_small.json.gz,2500,35,2465,500,487,2000,1978,500,500,1000,1000,0.5,958fc7c525363ffe402efb30191b6389d59244d717e92fe25b8224f9dd6e0f12,923398fa80b0c7a6abc85436d7fabd94f32d83f6f6e22ef6295d641c1e708fb7
en,validation,50cc50rnd,100un,large,validation-sets/products50cc50rnd100un_valid_large.json.gz,4500,50,4450,500,487,4000,3963,500,500,1000,1000,0.5,f124828e3e74a5b9c0f4b79e8c80777c78290819fe0cdfdcb83b167ff81ccf26,cd0d2c6df13934553c4c0555db3d91d0a7b7da41dc7a9536d6759c5d2c1ad635
en,validation,50cc50rnd,100un,medium,validation-sets/products50cc50rnd100un_valid_medium.json.gz,3500,47,3453,500,487,3000,2966,500,500,1000,1000,0.5,21b1b8a720f31f3e5621ab3921ff3cdb0e266e4270955cc05a8247e2c876e64a,de1cc286635d1b862931905622be33404b0c779e1ed982838e669d812f7a3d16
en,validation,50cc50rnd,100un,small,validation-sets/products50cc50rnd100un_valid_small.json.gz,2500,35,2465,500,487,2000,1978,500,500,1000,1000,0.5,4cb4686719bf97ba28514836771da70cfb1f7261e41ac55d15f9437ccd78bd5e,923398fa80b0c7a6abc85436d7fabd94f32d83f6f6e22ef6295d641c1e708fb7
en,validation,80cc20rnd,000un,large,validation-sets/products80cc20rnd000un_valid_large.json.gz,4500,48,4452,500,485,4000,3967,500,500,1000,1000,1.0,3f7fe400342e065eccdb5de1a2c615479a5436a2e33db1d9f7a17dc5b437be28,3b446c535f8495852e5ddcdcabf5dba31556f90ff04db58ac9b5e9795a8c6481
en,validation,80cc20rnd,000un,medium,validation-sets/products80cc20rnd000un_valid_medium.json.gz,3500,45,3455,500,485,3000,2970,500,500,1000,1000,1.0,ab49adfe7ec6d9b449928aa0cba70329de338f9e4ae169e450cfc6b464456188,3288472e5f1dc10f7870241fcb2203dfae344e4071a21ca4f6c18d0e92734c01
en,validation,80cc20rnd,000un,small,validation-sets/products80cc20rnd000un_valid_small.json.gz,2500,30,2470,500,485,2000,1985,500,500,1000,1000,1.0,48ef3fb93cbbf9942827b1658b25aeca5497d878eefbc23789fc1e72efd8ecac,ab430df3c7e7e35f64e67aef43421ceffa0aa81ed10c86888a850542a9a4f00a
en,validation,80cc20rnd,050un,large,validation-sets/products80cc20rnd050un_valid_large.json.gz,4500,64,4436,500,490,4000,3946,500,500,1000,1000,0.5,beee3474a59f3ee5ce47f574ebb402558e585da42739f30d4dc5e726cdeb89e3,3db598af5a70a99f8c830d4c6906467b7cd15baab45fe2374d098a2e1fcffd2d
