id_a,id_b,labels,occurrences
1320992610,1479606018,"0,1",gold-standards_adjusted/products20cc80rnd100un_gs.json.gz:527=0;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:4456=1
1347237190,4623934568,"0,1",gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:711=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:1128=0;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:3487=0
1372178479,2059400154,"0,1",validation-sets/products50cc50rnd050un_valid_large.json.gz:858=1;validation-sets/products50cc50rnd050un_valid_medium.json.gz:3230=1;validation-sets/products50cc50rnd050un_valid_small.json.gz:854=1;validation-sets/products50cc50rnd100un_valid_large.json.gz:858=1;validation-sets/products50cc50rnd100un_valid_medium.json.gz:3230=1;validation-sets/products50cc50rnd100un_valid_small.json.gz:854=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:2393=0
138963214044,156277514294,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:3665=1;training-sets/products50cc50rnd000un_train_large.json.gz:20271=1;training-sets/products80cc20rnd000un_train_large.json.gz:21737=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:314=0
1401982678,2063780194,"0,1",validation-sets/products20cc80rnd000un_valid_large.json.gz:3647=1;validation-sets/products20cc80rnd000un_valid_medium.json.gz:1384=1;validation-sets/products20cc80rnd000un_valid_small.json.gz:1429=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:3909=0
1401982699,1639385502,"0,1",validation-sets/products20cc80rnd000un_valid_large.json.gz:2549=1;validation-sets/products20cc80rnd000un_valid_medium.json.gz:2553=1;validation-sets/products20cc80rnd000un_valid_small.json.gz:1403=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:3140=0
1402124924,1469947163,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:22380=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:59=0
141222615628,203971666705,"0,1",validation-sets/products50cc50rnd000un_valid_large.json.gz:365=1;validation-sets/products50cc50rnd000un_valid_medium.json.gz:3466=1;validation-sets/products50cc50rnd000un_valid_small.json.gz:2420=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:349=0
1415628286,3799008310,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:14130=1;training-sets/products80cc20rnd000un_train_medium.json.gz:65=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:370=0
1425289196,1479236027,"0,1",gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:859=0;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:4105=1
1451127433,2004650934,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:27113=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:4061=0
1452953298,4157495788,"0,1",gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:2078=0;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:521=1
1457252585,1639143131,"0,1",validation-sets/products50cc50rnd000un_valid_large.json.gz:3616=1;validation-sets/products50cc50rnd000un_valid_medium.json.gz:212=1;validation-sets/products50cc50rnd000un_valid_small.json.gz:788=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:4282=0
146011948003,5003601219,"0,1",gold-standards_adjusted/products20cc80rnd100un_gs.json.gz:1276=1;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:3809=0;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:2132=1
14613460476,3240377870,"0,1",gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:2716=1;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:4175=0
1479236023,1479238948,"0,1",gold-standards_adjusted/products20cc80rnd100un_gs.json.gz:4028=0;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:802=1
1485299013,1485299018,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:833=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:1274=0
1485299018,3404236704,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:26965=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3218=0
1485299019,1498144447,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:27159=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:2192=0
1485299448,2055885528,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:7757=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:472=0;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:541=0
1498091249,4051773503,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:22018=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:2778=0
1506416355,54162860059,"0,1",validation-sets/products50cc50rnd000un_valid_large.json.gz:3584=1;validation-sets/products50cc50rnd000un_valid_medium.json.gz:2973=1;validation-sets/products50cc50rnd000un_valid_small.json.gz:625=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:534=0
1512751759,2067590020,"0,1",gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:368=0;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:3597=1
1548025566,2134510956,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:26932=1;training-sets/products80cc20rnd000un_train_large.json.gz:1873=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:3888=0
1549865107,3072545115,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:26100=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:4009=0
156274514359,2296493468,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:7563=1;training-sets/products80cc20rnd000un_train_large.json.gz:23650=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:3833=0
156277207697,4595088087,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:18792=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:3337=0
15721336763,200793780504,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:7533=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:3388=0
1590545992,1693960182,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:6796=1;training-sets/products50cc50rnd000un_train_large.json.gz:7864=1;training-sets/products80cc20rnd000un_train_large.json.gz:15010=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:1588=0
1611432328,2038238076,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:2=1;training-sets/products50cc50rnd000un_train_large.json.gz:26998=1;training-sets/products80cc20rnd000un_train_large.json.gz:6083=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3111=0
1628142292,4575208945,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:20282=0;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:3479=1
1635692869,2062045929,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:26248=0;training-sets/products80cc20rnd000un_train_medium.json.gz:4618=0;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:2529=1
1639859238,4839116720,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:15366=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:326=0
1650171815,2224193149,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:19555=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3834=0
1659804386,2119447541,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:3398=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:1596=0
1709057480,1718471304,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:1412=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:967=0
1711687490,4037118803,"0,1",validation-sets/products80cc20rnd000un_valid_large.json.gz:1295=1;validation-sets/products80cc20rnd000un_valid_medium.json.gz:3252=1;validation-sets/products80cc20rnd000un_valid_small.json.gz:2414=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:3104=0
1711852573,3848611844,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:2430=1;training-sets/products80cc20rnd000un_train_large.json.gz:25233=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:500=0
1711900697,2068463319,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:21773=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:797=0
1712080073,3077641865,"0,1",validation-sets/products80cc20rnd000un_valid_large.json.gz:3557=1;validation-sets/products80cc20rnd000un_valid_medium.json.gz:2681=1;validation-sets/products80cc20rnd000un_valid_small.json.gz:1956=1;validation-sets/products80cc20rnd050un_valid_large.json.gz:662=1;validation-sets/products80cc20rnd050un_valid_medium.json.gz:1906=1;validation-sets/products80cc20rnd050un_valid_small.json.gz:2095=1;validation-sets/products80cc20rnd100un_valid_large.json.gz:662=1;validation-sets/products80cc20rnd100un_valid_medium.json.gz:1906=1;validation-sets/products80cc20rnd100un_valid_small.json.gz:2095=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:3385=0
1746426028,187850583866,"0,1",validation-sets/products50cc50rnd000un_valid_large.json.gz:1321=1;validation-sets/products50cc50rnd000un_valid_medium.json.gz:1996=1;validation-sets/products50cc50rnd000un_valid_small.json.gz:778=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:1451=0
1759205074,2067590404,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:26639=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:706=0
1759667553,1760643058,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:25922=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:462=0
1760226057,1785937268,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:18872=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3436=0
1768955738,2050583480,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:18015=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:1139=0
1774643505,1955032383,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:16180=1;training-sets/products50cc50rnd000un_train_medium.json.gz:53=1;training-sets/products50cc50rnd000un_train_small.json.gz:1085=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3173=0
1798940576,3364587358,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:10687=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:4132=0
1810185303,2224193149,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:8936=1;training-sets/products50cc50rnd000un_train_large.json.gz:12214=1;validation-sets/products50cc50rnd050un_valid_large.json.gz:874=1;validation-sets/products50cc50rnd050un_valid_medium.json.gz:3054=1;validation-sets/products50cc50rnd050un_valid_small.json.gz:406=1;validation-sets/products50cc50rnd100un_valid_large.json.gz:874=1;validation-sets/products50cc50rnd100un_valid_medium.json.gz:3054=1;validation-sets/products50cc50rnd100un_valid_small.json.gz:406=1;validation-sets/products80cc20rnd050un_valid_large.json.gz:2257=1;validation-sets/products80cc20rnd050un_valid_medium.json.gz:1357=1;validation-sets/products80cc20rnd050un_valid_small.json.gz:233=1;validation-sets/products80cc20rnd100un_valid_large.json.gz:2257=1;validation-sets/products80cc20rnd100un_valid_medium.json.gz:1357=1;validation-sets/products80cc20rnd100un_valid_small.json.gz:233=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:2518=0
181358260931,8609591019,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:20691=1;training-sets/products50cc50rnd000un_train_large.json.gz:3876=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:1826=0
18465768764,5185529534,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:22081=1;training-sets/products80cc20rnd000un_train_large.json.gz:14262=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:4119=0
18466071844,249039268558,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:14787=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:4257=0
18468082722,4636354282,"0,1",gold-standards_adjusted/products20cc80rnd100un_gs.json.gz:313=1;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:4332=0
18469239595,4636583527,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:22113=1;training-sets/products20cc80rnd000un_train_medium.json.gz:1561=1;training-sets/products20cc80rnd000un_train_small.json.gz:1898=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:1060=0
1854625863,2147107185,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:2020=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:957=0
1875282048,4658956014,"0,1",gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:1265=0;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:3295=1;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:418=1
1882949681,4585413933,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:22539=1;training-sets/products50cc50rnd000un_train_large.json.gz:13002=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:2840=0
18956333945,4522343644,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:10381=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:147=0
190662008501,202083551880,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:6296=1;training-sets/products20cc80rnd000un_train_medium.json.gz:3395=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:202=0
19216062361,97115450346,"0,1",validation-sets/products20cc80rnd000un_valid_large.json.gz:2046=1;validation-sets/products20cc80rnd000un_valid_medium.json.gz:1481=1;validation-sets/products20cc80rnd000un_valid_small.json.gz:827=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:4256=0
1955038585,4354201228,"0,1",validation-sets/products20cc80rnd000un_valid_large.json.gz:3666=1;validation-sets/products20cc80rnd000un_valid_medium.json.gz:2648=1;validation-sets/products20cc80rnd000un_valid_small.json.gz:934=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:1789=0
1974801707,4797165686,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:15258=1;training-sets/products50cc50rnd000un_train_medium.json.gz:2270=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:1252=0
2027457633,4636382579,"0,1",gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:1959=1;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:3559=0
2027684481,4001709701,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:19842=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:2981=0
2054142391,3236199283,"0,1",validation-sets/products80cc20rnd000un_valid_large.json.gz:1256=1;validation-sets/products80cc20rnd000un_valid_medium.json.gz:3214=1;validation-sets/products80cc20rnd000un_valid_small.json.gz:2264=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:2596=0
2054817755,2119467444,"0,1",gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:1544=1;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:4346=0
2054953236,2123105045,"0,1",validation-sets/products20cc80rnd050un_valid_large.json.gz:2594=1;validation-sets/products20cc80rnd050un_valid_medium.json.gz:1366=1;validation-sets/products20cc80rnd050un_valid_small.json.gz:180=1;validation-sets/products20cc80rnd100un_valid_large.json.gz:2594=1;validation-sets/products20cc80rnd100un_valid_medium.json.gz:1366=1;validation-sets/products20cc80rnd100un_valid_small.json.gz:180=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:2819=0
2055878958,2055878959,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:5598=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:3247=0
2055878959,2066608628,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:13698=1;gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:3800=0
2055886100,2118850114,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:5016=1;training-sets/products50cc50rnd000un_train_medium.json.gz:3298=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:3927=0
2056226500,544241990815,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:10381=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:3499=0
2056478070,2068611560,"0,1",gold-standards_adjusted/products20cc80rnd100un_gs.json.gz:2945=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:1882=1;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:2142=0
2056478070,2296574953,"0,1",gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3318=0;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:3883=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:1517=1
2056478070,4643718292,"0,1",gold-standards_adjusted/products20cc80rnd100un_gs.json.gz:835=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:515=0
2057643160,2152065366,"0,1",validation-sets/products80cc20rnd050un_valid_large.json.gz:3415=1;validation-sets/products80cc20rnd050un_valid_medium.json.gz:2041=1;validation-sets/products80cc20rnd050un_valid_small.json.gz:678=1;validation-sets/products80cc20rnd100un_valid_large.json.gz:3415=1;validation-sets/products80cc20rnd100un_valid_medium.json.gz:2041=1;validation-sets/products80cc20rnd100un_valid_small.json.gz:678=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:2011=0
2060056435,2060254114,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:12818=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:1228=0
2060512716,4793200474,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:3146=1;training-sets/products80cc20rnd000un_train_large.json.gz:14546=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:1225=0
2062122607,4746833482,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:8661=0;training-sets/products50cc50rnd000un_train_large.json.gz:2733=0;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:2678=1
2062902494,2073958683,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:6095=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:2163=0
2068611560,2296574953,"0,1",gold-standards_adjusted/products20cc80rnd100un_gs.json.gz:2865=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:158=0;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:3343=1
2068979765,3633533062,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:16578=1;training-sets/products20cc80rnd000un_train_medium.json.gz:5841=1;validation-sets/products50cc50rnd000un_valid_large.json.gz:849=1;validation-sets/products50cc50rnd000un_valid_medium.json.gz:530=1;validation-sets/products50cc50rnd000un_valid_small.json.gz:2391=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:424=0
2070030589,3033453452,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:22809=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3860=0
207032695430,211516813604,"0,1",validation-sets/products50cc50rnd000un_valid_large.json.gz:207=1;validation-sets/products50cc50rnd000un_valid_medium.json.gz:1623=1;validation-sets/products50cc50rnd000un_valid_small.json.gz:2231=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:1760=0
2070627808,4643943359,"0,1",gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:684=0;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:2415=1
2073958683,2115312686,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:9965=1;training-sets/products20cc80rnd000un_train_medium.json.gz:4138=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:774=0
2111494388,544241990815,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:1965=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:2008=0
2118343024,3926916973,"0,1",validation-sets/products80cc20rnd050un_valid_large.json.gz:2250=1;validation-sets/products80cc20rnd050un_valid_medium.json.gz:3026=1;validation-sets/products80cc20rnd050un_valid_small.json.gz:470=1;validation-sets/products80cc20rnd100un_valid_large.json.gz:2250=1;validation-sets/products80cc20rnd100un_valid_medium.json.gz:3026=1;validation-sets/products80cc20rnd100un_valid_small.json.gz:470=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:246=0
2124411604,2329543699,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:24236=1;training-sets/products50cc50rnd000un_train_large.json.gz:3391=1;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:2023=0
2125106599,4127437050,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:6072=1;training-sets/products20cc80rnd000un_train_medium.json.gz:5686=1;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:2662=0
212932071631,335237884835,"0,1",validation-sets/products80cc20rnd000un_valid_large.json.gz:3716=1;validation-sets/products80cc20rnd000un_valid_medium.json.gz:2106=1;validation-sets/products80cc20rnd000un_valid_small.json.gz:979=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:2493=0
2133663760,4384418878,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:20456=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3312=0
2146061466,3887327251,"0,1",validation-sets/products50cc50rnd050un_valid_large.json.gz:2164=1;validation-sets/products50cc50rnd050un_valid_medium.json.gz:1262=1;validation-sets/products50cc50rnd050un_valid_small.json.gz:1506=1;validation-sets/products50cc50rnd100un_valid_large.json.gz:2164=1;validation-sets/products50cc50rnd100un_valid_medium.json.gz:1262=1;validation-sets/products50cc50rnd100un_valid_small.json.gz:1506=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:3673=0
2181531828,3287136295,"0,1",gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:255=0;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:416=1
2254264382,4761512241,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:5734=0;training-sets/products80cc20rnd000un_train_large.json.gz:23425=0;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:2779=1
2277829162,3926916973,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:19758=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:1817=0
23230310067,4746512285,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:22396=0;gold-standards_adjusted/products80cc20rnd050un_gs.json.gz:1540=1
23450012565,4719266320,"0,1",validation-sets/products50cc50rnd000un_valid_large.json.gz:336=1;validation-sets/products50cc50rnd000un_valid_medium.json.gz:890=1;validation-sets/products50cc50rnd000un_valid_small.json.gz:2134=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:899=0
248352373136,4761512241,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:18700=0;training-sets/products50cc50rnd000un_train_medium.json.gz:3442=0;gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:2081=1
2671772709,4274088675,"0,1",gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:1523=0;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:1633=1;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:226=1;gold-standards_adjusted/products80cc20rnd100un_gs.json.gz:1018=0
29103099346,4429667301,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:2196=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:1294=0
3020259850,3393654804,"0,1",gold-standards_adjusted/products20cc80rnd100un_gs.json.gz:4435=0;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:3524=1
3026141475,5107794424,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:6304=1;training-sets/products20cc80rnd000un_train_medium.json.gz:2447=1;training-sets/products50cc50rnd000un_train_large.json.gz:22404=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:3202=0
3033453452,4883413805,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:6061=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:2421=0
3045573162,3072564493,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:15939=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:1938=0
3087065427,3249295279,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:4317=1;gold-standards_adjusted/products50cc50rnd000un_gs.json.gz:2949=0
3108657350,3912840540,"0,1",gold-standards_adjusted/products20cc80rnd050un_gs.json.gz:2831=0;gold-standards_adjusted/products50cc50rnd100un_gs.json.gz:2945=1
31657249259,4746512285,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:6055=0;training-sets/products50cc50rnd000un_train_large.json.gz:20424=0;validation-sets/products20cc80rnd050un_valid_large.json.gz:1830=0;validation-sets/products20cc80rnd050un_valid_medium.json.gz:2002=0;validation-sets/products20cc80rnd050un_valid_small.json.gz:2368=0;validation-sets/products20cc80rnd100un_valid_large.json.gz:1830=0;validation-sets/products20cc80rnd100un_valid_medium.json.gz:2002=0;validation-sets/products20cc80rnd100un_valid_small.json.gz:2368=0;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:1416=1
3202641160,5122767609,"0,1",training-sets/products80cc20rnd000un_train_large.json.gz:5316=0;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:2350=1
3212722992,3860598463,"0,1",gold-standards_adjusted/products20cc80rnd000un_gs.json.gz:3692=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:1170=0
3214249594,3249295282,"0,1",training-sets/products50cc50rnd000un_train_large.json.gz:9496=1;gold-standards_adjusted/products80cc20rnd000un_gs.json.gz:4148=0
3230703164,3290843988,"0,1",training-sets/products20cc80rnd000un_train_large.json.gz:18285=1;training-sets/products50cc50rnd000un_train_large.json.gz:12286=1;training-sets/products80cc20rnd000un_train_large.json.gz:3956=1;gold-standards_adjusted/products50cc50rnd050un_gs.json.gz:1974=0
