language,file,row,pair_id,id_left,id_right,product_id_left,product_id_right,label,reason
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,527,1479606018#1320992610,1479606018,1320992610,1731004846,1731010006,0,label_conflict
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,835,2056478070#4643718292,2056478070,4643718292,3679060134,3679060134,1,label_conflict
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,1276,5003601219#146011948003,5003601219,146011948003,4177810262,4186322316,1,label_conflict
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,1695,9062983415#44498925795,9062983415,44498925795,4347140197,4347140197,1,label_conflict
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,2865,2068611560#2296574953,2068611560,2296574953,3679029688,3679029688,1,label_conflict
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,2945,2068611560#2056478070,2068611560,2056478070,3679029688,3679060134,1,label_conflict
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,3374,4897454517#4479096850,4897454517,4479096850,484034381,643862829,0,label_conflict
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,4028,1479236023#1479238948,1479236023,1479238948,1731017349,1731017349,0,label_conflict
de,gold-standards_adjusted/products20cc80rnd100un_gs.json.gz,4435,3020259850#3393654804,3020259850,3393654804,2640236939,2640236939,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,103,54163135140#5208375738,54163135140,5208375738,4331652782,4331652782,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,234,4836816015#4538068355,4836816015,4538068355,1000964597,1000964597,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,368,1512751759#2067590020,1512751759,2067590020,1310153853,1310153853,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,370,1415628286#3799008310,1415628286,3799008310,1296725473,1296725473,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,454,97245307190#4420971543,97245307190,4420971543,1688086710,1688086710,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,462,1760643058#1759667553,1760643058,1759667553,2167374281,2167374281,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,478,3707618845#3731893848,3707618845,3731893848,2269359239,2269359239,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,693,64521537843#4636207067,64521537843,4636207067,3557479326,3557479326,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,774,2115312686#2073958683,2115312686,2073958683,671657339,671657339,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,797,2068463319#1711900697,2068463319,1711900697,1676041834,1676041834,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,957,1854625863#2147107185,1854625863,2147107185,1626693599,1626693599,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,1060,18469239595#4636583527,18469239595,4636583527,4499027411,4499027411,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,1384,4354201228#4813716345,4354201228,4813716345,533824319,3816931111,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,1516,6633411855#4206039345,6633411855,4206039345,2423611578,2423611578,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,1616,3930922591#4448156610,3930922591,4448156610,2593899456,2593899456,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,1789,4354201228#1955038585,4354201228,1955038585,533824319,533824319,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,1938,3072564493#3045573162,3072564493,3045573162,1300491011,1300491011,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2011,2152065366#2057643160,2152065366,2057643160,1663257061,1663257061,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2078,4157495788#1452953298,4157495788,1452953298,2766075522,2766075522,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2103,4555602784#41965445982,4555602784,41965445982,4316039625,4316039625,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2192,1485299019#1498144447,1485299019,1498144447,3743942671,3743942671,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2215,4628227983#4605074002,4628227983,4605074002,3743460737,3743460737,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2322,4878268441#3419657611,4878268441,3419657611,2365200155,2365200155,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2421,3033453452#4883413805,3033453452,4883413805,1254216658,1254216658,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2463,4218561827#4904481611,4218561827,4904481611,3085614729,4070947697,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2493,212932071631#335237884835,212932071631,335237884835,3968548816,3968548816,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2596,2054142391#3236199283,2054142391,3236199283,1606972629,1606972629,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2937,4384418878#4346498056,4384418878,4346498056,2198043783,2198043783,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,2949,3249295279#3087065427,3249295279,3087065427,2491910760,2491910760,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3060,5054957764#5081037246,5054957764,5081037246,4229205377,4229205377,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3104,1711687490#4037118803,1711687490,4037118803,1656826534,1656826534,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3124,3304467506#3419433581,3304467506,3419433581,1672858811,1672858811,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3140,1401982699#1639385502,1401982699,1639385502,1324747237,1324747237,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3247,2055878958#2055878959,2055878958,2055878959,1700909617,1700909617,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3313,4123815194#4771327918,4123815194,4771327918,2966078385,2966078385,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3385,1712080073#3077641865,1712080073,3077641865,1473170007,1473170007,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3453,4813716345#4874906617,4813716345,4874906617,3816931111,3816931111,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3479,1628142292#4575208945,1628142292,4575208945,2996525770,3759871110,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,3683,3790156301#4146072324,3790156301,4146072324,2168761356,2168761356,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,4061,1451127433#2004650934,1451127433,2004650934,2191414467,2191414467,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,4126,4273126171#3997203055,4273126171,3997203055,2817708769,2817708769,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,4256,19216062361#97115450346,19216062361,97115450346,3704652215,3704652215,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd000un_gs.json.gz,4257,249039268558#18466071844,249039268558,18466071844,4677501504,4677501504,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,140,109165560395#150594502346,109165560395,150594502346,4474540507,4474540507,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,158,2296574953#2068611560,2296574953,2068611560,3679029688,3679029688,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,202,190662008501#202083551880,190662008501,202083551880,4552833778,4552833778,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,255,3287136295#2181531828,3287136295,2181531828,2348839150,2348839150,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,464,4720990752#4808238795,4720990752,4808238795,4361304369,4361304369,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,668,3633114696#6633358861,3633114696,6633358861,2365200155,2365200155,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,706,1759205074#2067590404,1759205074,2067590404,1319282806,1319282806,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,710,4272953638#4273519745,4272953638,4273519745,3201543708,3201543708,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,902,3364587358#3913210887,3364587358,3913210887,1632545396,1632545396,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1146,5078702464#4199527734,5078702464,4199527734,3231702296,3231702296,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1294,4429667301#29103099346,4429667301,29103099346,3557479326,3557479326,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1419,3882168316#4004633045,3882168316,4004633045,2912851726,2912851726,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1544,2119467444#2054817755,2119467444,2054817755,1251385658,1251385658,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1588,1693960182#1590545992,1693960182,1590545992,1958697546,1958697546,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1633,2671772709#4274088675,2671772709,4274088675,1261149677,1261149677,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1730,88520940864#90189178714,88520940864,90189178714,4432463458,4432609455,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1817,3926916973#2277829162,3926916973,2277829162,1285123046,1285123046,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1826,181358260931#8609591019,181358260931,8609591019,4052052838,4052052838,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1882,2068611560#2056478070,2068611560,2056478070,3679029688,3679060134,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1920,4813716345#4874906617,4813716345,4874906617,3816931111,3816931111,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,1974,3290843988#3230703164,3290843988,3230703164,2241770750,2241770750,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2190,4813716345#4354201228,4813716345,4354201228,3816931111,533824319,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2350,5122767609#3202641160,5122767609,3202641160,4113430251,2391852844,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2370,4667335909#4730947102,4667335909,4730947102,3785235242,3785235242,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2393,2059400154#1372178479,2059400154,1372178479,1012832077,1012832077,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2627,68727484174#90189177809,68727484174,90189177809,4432607698,4432607698,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2678,4746833482#2062122607,4746833482,2062122607,3759871110,2996525770,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2682,4218561827#4082182753,4218561827,4082182753,3085614729,3085614729,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2716,14613460476#3240377870,14613460476,3240377870,4050253102,4050253102,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2781,5196417840#4516329204,5196417840,4516329204,1734710513,1734710513,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2840,4585413933#1882949681,4585413933,1882949681,576243844,576243844,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,2981,4001709701#2027684481,4001709701,2027684481,3320107461,3320107461,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3111,1611432328#2038238076,1611432328,2038238076,1512854608,1512854608,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3173,1955032383#1774643505,1955032383,1774643505,1548060763,1548060763,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3177,4593095274#4572325313,4593095274,4572325313,3857627448,3857627448,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3192,1309241819#1309241821,1309241819,1309241821,2191414467,2191414467,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3218,3404236704#1485299018,3404236704,1485299018,3743942671,3743942671,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3312,4384418878#2133663760,4384418878,2133663760,2198043783,2198043783,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3318,2296574953#2056478070,2296574953,2056478070,3679029688,3679060134,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3436,1785937268#1760226057,1785937268,1760226057,2167374196,2167374196,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3673,2146061466#3887327251,2146061466,3887327251,2423435233,2423435233,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3706,3711116048#3747287828,3711116048,3747287828,2876850696,2876850696,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3834,1650171815#2224193149,1650171815,2224193149,2120925098,2120925098,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,3860,2070030589#3033453452,2070030589,3033453452,1254216658,1254216658,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,4103,1316070485#1929601246,1316070485,1929601246,1682577947,1682577947,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,4133,4292931987#1312745457,4292931987,1312745457,3022411590,3022411590,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,4282,4590123310#3576237842,4590123310,3576237842,3280547951,3280547951,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd050un_gs.json.gz,4456,1320992610#1479606018,1320992610,1479606018,1731010006,1731004846,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,226,2671772709#4274088675,2671772709,4274088675,1261149677,1261149677,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,416,2181531828#3287136295,2181531828,3287136295,2348839150,2348839150,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,711,4623934568#1347237190,4623934568,1347237190,4557018423,4557018423,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,728,4808238795#4720990752,4808238795,4720990752,4361304369,4361304369,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,802,1479238948#1479236023,1479238948,1479236023,1731017349,1731017349,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,859,1479236027#1425289196,1479236027,1425289196,1731010006,1731010006,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,868,4897454517#4479096850,4897454517,4479096850,484034381,643862829,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,910,90189178714#88520940864,90189178714,88520940864,4432609455,4432463458,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,1145,90189177809#68727484174,90189177809,68727484174,4432607698,4432607698,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,1265,4658956014#1875282048,4658956014,1875282048,3639808078,3639808078,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,1959,4636382579#2027457633,4636382579,2027457633,1310384843,1310384843,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,2945,3912840540#3108657350,3912840540,3108657350,2934881357,2934881357,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,3032,44498925795#9062983415,44498925795,9062983415,4347140197,4347140197,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,3513,4197138413#5014897285,4197138413,5014897285,3102013564,3102013564,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,3524,3393654804#3020259850,3393654804,3020259850,2640236939,2640236939,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,3772,3445564730#3461052410,3445564730,3461052410,2577009653,2577009653,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,3809,146011948003#5003601219,146011948003,5003601219,4186322316,4177810262,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,3873,3949154929#4391918874,3949154929,4391918874,3133251374,3133251374,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,3883,2056478070#2296574953,2056478070,2296574953,3679060134,3679029688,1,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,4332,4636354282#18468082722,4636354282,18468082722,4087822860,4087822860,0,label_conflict
de,gold-standards_adjusted/products50cc50rnd100un_gs.json.gz,4346,2054817755#2119467444,2054817755,2119467444,1251385658,1251385658,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,33,3633114696#4655118040,3633114696,4655118040,2365200155,2365200155,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,246,3926916973#2118343024,3926916973,2118343024,1285123046,1285123046,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,326,1639859238#4839116720,1639859238,4839116720,1296725961,1296725961,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,349,141222615628#203971666705,141222615628,203971666705,1751024881,1751024881,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,366,4444196403#4273495849,4444196403,4273495849,3201543708,3201543708,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,424,2068979765#3633533062,2068979765,3633533062,407084305,407084305,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,521,1452953298#4157495788,1452953298,4157495788,2766075522,2766075522,1,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,534,54162860059#1506416355,54162860059,1506416355,1349875689,1349875689,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,541,2055885528#1485299448,2055885528,1485299448,1913244217,1913244217,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,717,4298588573#4668248026,4298588573,4668248026,2184230335,2184230335,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,899,23450012565#4719266320,23450012565,4719266320,3724007660,3724007660,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,1170,3860598463#3212722992,3860598463,3212722992,2334448515,2334448515,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,1260,4332430854#113940347013,4332430854,113940347013,3449331757,3449331757,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,1294,4944832122#4439426144,4944832122,4439426144,2404914113,2404914113,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,1416,31657249259#4746512285,31657249259,4746512285,4295228166,3816931111,1,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,1432,4158629441#3845755569,4158629441,3845755569,2761658531,2761658531,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,1440,3938878589#3797571274,3938878589,3797571274,3120778611,3120778611,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,1451,187850583866#1746426028,187850583866,1746426028,927447511,927447511,0,label_conflict
de,gold-standards_adjusted/products80cc20rnd000un_gs.json.gz,1571,4201800596#4152195034,4201800596,4152195034,2632393822,2632393822,0,label_conflict
