pair_id,label,New Label,c_u
1835570826#2145127974,1,0,20cc80_050
1798868787#1800623713,1,0,20cc80_050
10063837217#96073555522,1,-1,20cc80_050
3829182480#3598098302,1,0,20cc80_050
196075727386#126501897635,1,-1,20cc80_050
4836895938#3633736951,1,0,20cc80_050
4108293691#4111411514,1,0,20cc80_050
2114672082#3236528834,1,0,20cc80_100
5205797148#5195792969,1,-1,20cc80_100
9746294364#24480297189,1,0,20cc80_100
2061891302#2065684660,1,0,20cc80_100
43182039587#8645214070,1,0,20cc80_100
4944579314#2296451977,1,-1,20cc80_100
4259837358#4189391263,1,0,20cc80_100
174536973430#72027744030,1,0,20cc80_100
2078835030#3369184055,1,0,20cc80_100
1544024229#1701622884,1,0,20cc80_100
14613397498#115305598750,1,-1,20cc80_100
3931049291#2118967459,1,0,20cc80_100
5132524109#80880840925,1,-1,20cc80_100
2039273909#2120460585,1,0,20cc80_100
190486841338#157726428514,1,-1,20cc80_100
4782070197#4362009020,1,0,20cc80_100
4622618621#2075611951,1,0,20cc80_100
104424571992#109165560395,1,-1,20cc80_100
2113758643#2066283173,1,0,20cc80_100
3402256673#1708941558,1,0,20cc80_100
4111948726#4436222774,1,0,20cc80_100
4296050182#4804117479,0,1,20cc80_100
3569752280#4072633407,1,0,20cc80_100
2150886701#1440645051,1,0,20cc80_100
2061673701#1639169322,1,-1,20cc80_100
1479236025#1320992608,1,0,20cc80_100
3587272157#4185479835,1,0,20cc80_100
4196030610#2977755545,1,0,20cc80_100
3540890830#4480479751,1,0,20cc80_100
1955028840#3715240690,1,0,20cc80_100
5064461558#4798031879,1,0,20cc80_100
4897454510#4897454823,0,1,20cc80_100
196075727386#2080829137,1,-1,20cc80_100
2058244019#1650205902,1,-1,20cc80_100
2120829109#2058829770,1,-1,20cc80_100
3363359717#3310391587,1,0,20cc80_100
2114582549#2098264088,1,0,20cc80_100
92980189383#65334336497,1,0,20cc80_100
4897454510#2112576214,1,0,20cc80_100
2092174215#1712004928,1,0,20cc80_100
156274791893#1639211797,1,0,20cc80_100
4808180492#156276503010,1,0,20cc80_100
1639325148#1483087858,0,1,20cc80_100
2070082834#1303895377,1,0,20cc80_100
5003601219#146011948003,0,1,20cc80_100
38406123057#28375457127,1,0,20cc80_100
3751925404#4218497169,1,-1,20cc80_100
4570854068#4444217370,1,0,20cc80_100
4451342539#4897454517,1,0,20cc80_100
3273063851#3208519381,1,-1,20cc80_100
4771574473#4805480117,1,0,20cc80_100
156276506111#4790633062,1,0,20cc80_100
3312850726#3477269873,1,0,20cc80_100
212394033260#189546061243,1,-1,20cc80_100
3052760872#18467114905,1,-1,20cc80_100
4202066092#4129162806,1,0,20cc80_100
4057426755#4228846634,1,-1,20cc80_100
1838279448#1319944364,1,0,20cc80_100
4059739993#4055248016,1,-1,20cc80_100
4223934140#4070427569,1,0,20cc80_100
4688059168#4620692923,1,0,20cc80_100
3986761734#3997209484,1,-1,20cc80_100
4933360994#1639436942,1,0,20cc80_100
1758860111#2092902079,1,0,20cc80_100
2671772709#1415967493,1,0,20cc80_100
2058300923#4005134611,1,0,20cc80_100
187508564338#185272730170,1,0,20cc80_100
4649888830#4081101808,1,0,20cc80_100
1806561207#1560035338,1,0,20cc80_100
1916278501#1946205278,1,0,20cc80_100
181538012782#496521096781,1,-1,20cc80_100
14613456345#5034418388,1,0,20cc80_100
4241708658#3899537566,1,0,20cc80_100
5206381674#2122321853,1,-1,20cc80_100
3798241612#4636336252,1,0,20cc80_100
1903466347#1944864795,1,0,20cc80_100
25244788647#5153549890,1,-1,20cc80_100
4214872608#4090058847,1,-1,20cc80_100
2136267751#1306851139,1,0,20cc80_100
2037536844#1431930648,1,0,20cc80_100
5031737131#4787793905,1,-1,20cc80_100
3673320803#3648876859,1,0,20cc80_100
5036257527#432186301962,1,0,20cc80_100
5105762298#97667398900,1,0,20cc80_100
1491915310#1391856996,1,0,20cc80_100
1639324466#1483087858,0,1,20cc80_100
1817930623#1671508853,1,-1,20cc80_100
29608029868#29299331674,1,0,20cc80_100
2140613695#2060185500,1,0,20cc80_100
18467884796#1639324466,1,0,20cc80_100
1872021162#3717616592,1,0,20cc80_100
53031105193#25274104500,1,-1,20cc80_100
2723807031#2063878463,1,0,20cc80_100
1816430010#1965402836,1,0,20cc80_100
1770010645#2111818909,1,0,20cc80_100
2079047529#3835111671,1,0,20cc80_100
3461052410#3293529356,1,0,20cc80_100
109165554235#118070584085,1,0,20cc80_100
2068611560#2056478070,0,1,20cc80_100
5185245258#91686025987,1,0,20cc80_100
1715823964#2056125081,1,-1,20cc80_100
3062834380#2127640300,1,0,20cc80_100
3951758170#3777477963,1,0,20cc80_100
66891007246#82852791222,1,0,20cc80_100
18467884796#1639211797,0,1,20cc80_100
4214624671#4715649755,1,-1,20cc80_100
156276503685#4808238795,1,-1,20cc80_100
1443062561#1504573505,1,-1,20cc80_100
3259633459#1406287581,1,0,20cc80_100
4024663252#4179962087,1,-1,20cc80_100
3077087503#1655181900,1,-1,20cc80_100
4296050182#3946838650,0,1,20cc80_100
56219757815#59450173714,1,-1,20cc80_100
3477040043#3369949045,1,0,20cc80_100
1802565997#1776613381,1,-1,20cc80_100
2070627808#2297009298,1,0,20cc80_100
3489015648#3492420921,1,0,20cc80_100
35692987628#82325773100,1,0,20cc80_100
3467577097#2058146812,1,0,20cc80_100
2614561549#2640338192,1,-1,20cc80_100
3927421684#3943727201,1,0,20cc80_100
3108657350#4998365450,1,0,20cc80_100
1415683857#3915232509,1,-1,20cc80_100
1483087858#1639211797,0,1,20cc80_100
2123100264#3961709889,1,0,20cc80_100
4720990747#4808240616,1,0,20cc80_100
2061329445#2065643900,1,-1,20cc80_100
3042374746#3056885390,1,0,20cc80_100
5113189662#5062472541,1,0,20cc80_100
4289060913#4247327585,1,0,20cc80_100
2073647468#1639274792,1,0,20cc80_100
5095671230#5031212489,1,0,20cc80_100
1527556764#1387931444,1,0,20cc80_100
3549407295#3546199472,1,0,20cc80_100
4004949751#4065822446,1,0,20cc80_100
4191026566#4157288963,1,0,20cc80_100
4003212073#3976610099,1,-1,20cc80_100
4462390215#3914910336,1,0,20cc80_100
1590547354#1665894324,0,1,20cc80_100
520679568770#5177286260,1,-1,20cc80_100
4269260584#36615146939,1,0,20cc80_100
1479236023#1479238948,1,0,20cc80_100
4404827138#4316370583,1,-1,20cc80_100
4215058789#3319075608,1,0,20cc80_100
4683019723#4705563490,1,0,20cc80_100
146011953933#4713374301,1,0,20cc80_100
4514039764#4971974956,1,0,20cc80_100
1372557160#3077309817,1,-1,20cc80_100
57482538021#85562682725,1,0,20cc80_100
1665894324#1656969937,0,1,20cc80_100
4590203868#4432559900,1,-1,20cc80_100
3946838650#4804117479,1,0,20cc80_100
3693891469#4111350011,1,0,20cc80_100
4589896053#4307001457,1,0,20cc80_100
3020259850#3393654804,1,0,20cc80_100
2055771737#2066302302,1,-1,20cc80_100
3471203285#3475310737,1,0,50cc50_000
3576237842#2058575359,1,0,50cc50_000
102363039688#4843658030,1,-1,50cc50_000
54163135140#5208375738,1,0,50cc50_000
4593095273#4593095271,1,0,50cc50_000
3054434630#1416629632,1,0,50cc50_000
4165910360#1372181647,1,-1,50cc50_000
5066791121#54163685093,1,0,50cc50_000
4836816015#4538068355,1,0,50cc50_000
4848821942#4704351814,1,0,50cc50_000
4683128792#4541783818,1,0,50cc50_000
113560958124#117756682724,1,0,50cc50_000
4037072294#4649435459,1,0,50cc50_000
1512751759#2067590020,1,0,50cc50_000
1415628286#3799008310,1,0,50cc50_000
52270761597#4289304207,0,1,50cc50_000
3509208588#4809373098,1,0,50cc50_000
97245307190#4420971543,1,0,50cc50_000
1760643058#1759667553,1,0,50cc50_000
4874906617#1955038585,0,-1,50cc50_000
3707618845#3731893848,1,0,50cc50_000
1437868238#2070908678,1,0,50cc50_000
3048645827#3044853716,1,0,50cc50_000
3860598463#2168024759,1,0,50cc50_000
1312624571#2057336614,1,0,50cc50_000
3060181630#1537439376,1,0,50cc50_000
64521537843#4636207067,1,0,50cc50_000
4145921553#3906316464,1,0,50cc50_000
335140369784#212932071327,1,0,50cc50_000
2180548061#3055420907,1,0,50cc50_000
5137789006#2280334878,1,-1,50cc50_000
3458373106#1802184127,1,0,50cc50_000
4572426635#5018444082,1,0,50cc50_000
2059400301#2063718969,1,-1,50cc50_000
2115312686#2073958683,1,0,50cc50_000
4410510890#4094371021,1,-1,50cc50_000
2068463319#1711900697,1,0,50cc50_000
3303709815#4972452242,1,0,50cc50_000
3507037385#4704351852,1,0,50cc50_000
1854625863#2147107185,1,0,50cc50_000
4635484607#4501513393,1,0,50cc50_000
1608452100#1504338841,1,0,50cc50_000
54353744279#5080010232,1,0,50cc50_000
3920807098#3257238638,1,0,50cc50_000
18469239595#4636583527,1,0,50cc50_000
4699492658#183335874583,1,0,50cc50_000
4683128695#3768335626,1,0,50cc50_000
153095594519#97057702438,1,-1,50cc50_000
4214739605#4218561827,1,-1,50cc50_000
3967289494#3403976708,1,0,50cc50_000
422592070627#361264235472,1,0,50cc50_000
4432515343#4273230232,1,0,50cc50_000
4242848533#4723478356,1,-1,50cc50_000
2057644498#4506526795,1,0,50cc50_000
6633411855#4206039345,1,0,50cc50_000
4741125055#3053521973,1,0,50cc50_000
1923282767#2114196661,1,0,50cc50_000
4241401560#4191138952,1,0,50cc50_000
3930922591#4448156610,1,0,50cc50_000
4354201228#1955038585,1,0,50cc50_000
4721049406#1406235976,1,-1,50cc50_000
4808687386#5174571094,1,-1,50cc50_000
3072564493#3045573162,1,0,50cc50_000
4721008558#3891995505,1,-1,50cc50_000
1919936224#3568392235,1,0,50cc50_000
2062736546#2059400848,1,0,50cc50_000
2152065366#2057643160,1,0,50cc50_000
4041026262#2174689695,1,0,50cc50_000
3764168689#4457940843,1,0,50cc50_000
3545638010#4876377759,1,-1,50cc50_000
4475471841#4196027218,1,0,50cc50_000
4157495788#1452953298,1,0,50cc50_000
3938344378#1751365895,1,-1,50cc50_000
4555602784#41965445982,1,0,50cc50_000
4687908846#4672315773,1,0,50cc50_000
113940347013#18956333945,1,0,50cc50_000
1485299019#1498144447,1,0,50cc50_000
4628227983#4605074002,1,0,50cc50_000
4658457718#4271210979,1,-1,50cc50_000
1765891797#1715995645,1,0,50cc50_000
2054734151#2057143127,1,0,50cc50_000
3046086497#2059400382,1,0,50cc50_000
4878268441#3419657611,1,0,50cc50_000
4874906617#336084797451,0,1,50cc50_000
2079345854#178981851962,1,-1,50cc50_000
4038687308#3711672367,1,0,50cc50_000
25271558033#336084797451,1,0,50cc50_000
3033453452#4883413805,1,0,50cc50_000
393149434328#25123048102,1,0,50cc50_000
4218561827#4904481611,0,1,50cc50_000
212932071631#335237884835,1,0,50cc50_000
1847751521#1659788876,1,0,50cc50_000
329718595140#301920897506,1,0,50cc50_000
2054142391#3236199283,1,0,50cc50_000
1241054990#1775476124,1,0,50cc50_000
4676945807#4730651453,1,-1,50cc50_000
4697017334#4697654812,1,0,50cc50_000
1849136332#155972603815,1,-1,50cc50_000
5059493292#5070652659,1,-1,50cc50_000
1709016493#3392381011,1,0,50cc50_000
4329191389#4385543508,1,0,50cc50_000
4959519221#4780916943,1,-1,50cc50_000
4867525539#4354163603,1,0,50cc50_000
4384418878#4346498056,1,0,50cc50_000
4755317093#4742629929,1,-1,50cc50_000
3249295279#3087065427,1,0,50cc50_000
1751364887#2075941248,1,-1,50cc50_000
3563396042#4024788228,1,0,50cc50_000
5063230149#5061207560,1,-1,50cc50_000
29751233083#4081685031,1,0,50cc50_000
5054957764#5081037246,1,0,50cc50_000
2247165276#2112634689,1,-1,50cc50_000
1711687490#4037118803,1,0,50cc50_000
3304467506#3419433581,1,0,50cc50_000
1401982699#1639385502,1,0,50cc50_000
4330455313#4373986045,1,0,50cc50_000
2055878958#2055878959,1,0,50cc50_000
2058129030#2068446331,1,-1,50cc50_000
2081856411#2063327692,1,0,50cc50_000
4123815194#4771327918,1,0,50cc50_000
2058128859#2057019568,1,0,50cc50_000
1650171815#1950837411,1,-1,50cc50_000
1712080073#3077641865,1,0,50cc50_000
4813716345#4874906617,1,0,50cc50_000
2177411281#5074793221,1,0,50cc50_000
1628142292#4575208945,0,1,50cc50_000
4752061423#1628142292,0,1,50cc50_000
1665941990#1384521138,1,-1,50cc50_000
4514032938#4113335248,1,-1,50cc50_000
3899203698#3928874644,1,0,50cc50_000
2117980081#4401274222,1,-1,50cc50_000
4683128792#5137789006,0,1,50cc50_000
3749873906#4271210979,0,1,50cc50_000
3842666513#3979682744,1,0,50cc50_000
3790156301#4146072324,1,0,50cc50_000
2066611159#2159452221,1,0,50cc50_000
66983983936#5212053939,1,0,50cc50_000
361450260462#186973639403,0,1,50cc50_000
4204386191#4387192350,1,0,50cc50_000
2056507060#1995007743,1,0,50cc50_000
191669248330#90489182348,1,-1,50cc50_000
3747074740#2056703740,1,0,50cc50_000
1451127433#2004650934,1,0,50cc50_000
2723629064#141222595817,1,0,50cc50_000
4273126171#3997203055,1,0,50cc50_000
4571112607#3749873906,1,0,50cc50_000
3043046316#1565912494,1,0,50cc50_000
19216062361#97115450346,1,0,50cc50_000
249039268558#18466071844,1,0,50cc50_000
1787836721#3049961545,1,0,50cc50_000
1492219642#2055885530,1,0,50cc50_000
3708976648#2615156599,1,0,50cc50_050
2640338192#3290768654,1,0,50cc50_050
109165560395#150594502346,1,0,50cc50_050
2296574953#2068611560,1,0,50cc50_050
2744122330#4457149562,1,0,50cc50_050
190662008501#202083551880,1,0,50cc50_050
4612302183#4203062441,1,0,50cc50_050
1709836734#2136267751,1,0,50cc50_050
3287136295#2181531828,1,0,50cc50_050
4059739506#4116715778,1,0,50cc50_050
4635899864#4623955861,1,0,50cc50_050
54160155723#4019678912,1,-1,50cc50_050
54158063899#3610178183,1,-1,50cc50_050
2079580923#3082042195,1,0,50cc50_050
1431930648#2037536844,1,0,50cc50_050
5102675634#18466375636,1,-1,50cc50_050
3629081901#4668248026,1,0,50cc50_050
1872011272#3717616592,1,0,50cc50_050
4264534612#4264634558,1,0,50cc50_050
3633114696#6633358861,1,0,50cc50_050
1759205074#2067590404,1,0,50cc50_050
4272953638#4273519745,1,0,50cc50_050
5197250019#2101227068,1,0,50cc50_050
62533690929#66891007246,1,0,50cc50_050
3289002540#4150903702,1,0,50cc50_050
23593454505#1955012315,1,-1,50cc50_050
150594495671#117154450703,1,-1,50cc50_050
90189177932#69055007639,1,0,50cc50_050
3927040910#2057186168,1,0,50cc50_050
3364587358#3913210887,1,0,50cc50_050
4941134416#5090005176,1,0,50cc50_050
4867525539#4354163617,1,0,50cc50_050
4529171947#4226781300,1,0,50cc50_050
4623324616#1372181647,1,-1,50cc50_050
4938744224#4435836422,1,0,50cc50_050
3487828519#3501281334,1,0,50cc50_050
3045169703#18468022060,1,-1,50cc50_050
5078702464#4199527734,1,0,50cc50_050
1712004928#2092174215,1,0,50cc50_050
3962069458#4623978044,1,-1,50cc50_050
4429667301#29103099346,1,0,50cc50_050
1929467433#3033447588,1,-1,50cc50_050
167570408533#190486841338,1,-1,50cc50_050
2180579787#3287136303,1,0,50cc50_050
2057536594#1541915947,1,0,50cc50_050
3882168316#4004633045,1,0,50cc50_050
3042374102#3072564418,1,-1,50cc50_050
102180093107#156276601653,1,-1,50cc50_050
1389018108#1541794055,1,-1,50cc50_050
1902954948#4212827921,1,0,50cc50_050
4643805223#2048870562,1,0,50cc50_050
4373986045#4285651704,1,0,50cc50_050
4807598946#4867751970,1,0,50cc50_050
1693960182#1590545992,1,0,50cc50_050
3054434630#1416629632,1,0,50cc50_050
88520940864#90189178714,0,1,50cc50_050
3435281641#3304467506,1,0,50cc50_050
13389301105#41965445982,1,0,50cc50_050
3926916973#2277829162,1,0,50cc50_050
181358260931#8609591019,1,0,50cc50_050
2068611560#2056478070,0,1,50cc50_050
4933360994#1639436942,1,0,50cc50_050
4813716345#4874906617,1,0,50cc50_050
3290843988#3230703164,1,0,50cc50_050
3931049291#2118967459,1,0,50cc50_050
1305945791#2306327656,1,0,50cc50_050
2055608440#2054734151,1,0,50cc50_050
1952051609#1848719127,1,0,50cc50_050
4291077418#4188977524,1,0,50cc50_050
2059397275#3077307902,1,0,50cc50_050
2010425525#3072527640,1,0,50cc50_050
5098812067#5034412454,1,-1,50cc50_050
3712213597#4111406344,1,0,50cc50_050
4813716345#4354201228,0,1,50cc50_050
52308312082#75267388021,1,0,50cc50_050
2067534525#2063888292,1,0,50cc50_050
3920807098#3429527333,1,-1,50cc50_050
5122767609#3202641160,0,1,50cc50_050
