category_pair,f1,total_count,cc,un,size,run_id
Kleidung & Accessoires | Kleidung & Accessoires,0.5320197044334976,919,20,100,small,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,20,80,100,small,2
Elektronik & Computer | Kosmetik & Drogerie,0.0,20,80,100,small,2
Auto & Motorrad | Sport & Freizeit,0.0,17,80,100,small,2
Auto & Motorrad | Elektronik & Computer,0.3333333333333333,14,80,100,small,2
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,12,80,100,small,2
Elektronik & Computer | Spielzeug & Baby,0.0,12,80,100,small,2
Spielzeug & Baby | Sport & Freizeit,0.5,12,80,100,small,2
Gesundheit & Pflege | Sport & Freizeit,0.0,11,80,100,small,2
Bürobedarf | Möbel & Wohnen,0.3333333333333333,10,80,100,small,2
Auto & Motorrad | Kosmetik & Drogerie,0.0,10,80,100,small,2
Elektronik & Computer | Gesundheit & Pflege,0.0,9,80,100,small,2
Kosmetik & Drogerie | Sport & Freizeit,0.0,9,80,100,small,2
Auto & Motorrad | Gesundheit & Pflege,0.0,8,80,100,small,2
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,80,100,small,2
Lebensmittel & Getränke | Möbel & Wohnen,0.0,8,80,100,small,2
Lebensmittel & Getränke | Sport & Freizeit,0.0,7,80,100,small,2
Auto & Motorrad | Werkzeug & Baumarkt,0.0,7,80,100,small,2
Bürobedarf | Kleidung & Accessoires,0.0,6,80,100,small,2
Bürobedarf | Elektronik & Computer,0.0,6,80,100,small,2
Gesundheit & Pflege | Spielzeug & Baby,0.0,6,80,100,small,2
Gesundheit & Pflege | Lebensmittel & Getränke,0.5,5,80,100,small,2
Auto & Motorrad | Spielzeug & Baby,0.0,5,80,100,small,2
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,3,80,100,small,2
Bürobedarf | Werkzeug & Baumarkt,0.0,3,80,100,small,2
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,3,80,100,small,2
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,2,80,100,small,2
Bürobedarf | Kosmetik & Drogerie,0.0,2,80,100,small,2
Auto & Motorrad | Bürobedarf,0.0,2,80,100,small,2
Bürobedarf | Bürobedarf,0.0,2,80,100,small,2
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,2,80,100,small,2
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,1,80,100,small,2
Bürobedarf | Spielzeug & Baby,0.0,1,80,100,small,2
Bürobedarf | Gesundheit & Pflege,0.0,1,80,100,small,2
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,1,80,100,small,2
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,1,80,100,small,2
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,80,100,small,2
Kleidung & Accessoires | Kleidung & Accessoires,0.2660098522167488,561,50,000,small,0
Möbel & Wohnen | Möbel & Wohnen,0.22857142857142856,532,50,000,small,0
Elektronik & Computer | Elektronik & Computer,0.3333333333333333,361,50,000,small,0
Elektronik & Computer | Möbel & Wohnen,0.3225806451612903,287,50,000,small,0
Kleidung & Accessoires | Möbel & Wohnen,0.0,273,50,000,small,0
Elektronik & Computer | Kleidung & Accessoires,0.08695652173913043,220,50,000,small,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.4878048780487805,195,50,000,small,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.07142857142857142,179,50,000,small,0
Auto & Motorrad | Auto & Motorrad,0.36363636363636365,145,50,000,small,0
Kleidung & Accessoires | Sport & Freizeit,0.26666666666666666,137,50,000,small,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.08333333333333333,116,50,000,small,0
Spielzeug & Baby | Spielzeug & Baby,0.36,115,50,000,small,0
Elektronik & Computer | Werkzeug & Baumarkt,0.0,105,50,000,small,0
Elektronik & Computer | Sport & Freizeit,0.0,91,50,000,small,0
Möbel & Wohnen | Spielzeug & Baby,0.0,67,50,000,small,0
Elektronik & Computer | Spielzeug & Baby,0.0,65,50,000,small,0
Auto & Motorrad | Kleidung & Accessoires,0.18181818181818182,58,50,000,small,0
Möbel & Wohnen | Sport & Freizeit,0.5,56,50,000,small,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,53,50,000,small,0
Auto & Motorrad | Elektronik & Computer,0.18181818181818182,52,50,000,small,0
Kosmetik & Drogerie | Möbel & Wohnen,0.0,51,50,000,small,0
Auto & Motorrad | Möbel & Wohnen,0.0,48,50,000,small,0
Sport & Freizeit | Sport & Freizeit,0.4444444444444444,45,50,000,small,0
Auto & Motorrad | Sport & Freizeit,0.3157894736842105,45,50,000,small,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,43,50,000,small,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.30303030303030304,42,50,000,small,0
Gesundheit & Pflege | Möbel & Wohnen,0.0,36,50,000,small,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,34,50,000,small,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,30,50,000,small,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,29,50,000,small,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.2857142857142857,28,50,000,small,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,28,50,000,small,0
Elektronik & Computer | Gesundheit & Pflege,0.0,27,50,000,small,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,25,50,000,small,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.6666666666666666,18,50,000,small,0
Spielzeug & Baby | Sport & Freizeit,0.0,18,50,000,small,0
Gesundheit & Pflege | Kleidung & Accessoires,0.0,16,50,000,small,0
Elektronik & Computer | Lebensmittel & Getränke,0.0,14,50,000,small,0
Auto & Motorrad | Spielzeug & Baby,0.0,13,50,000,small,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,13,50,000,small,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,12,50,000,small,0
Lebensmittel & Getränke | Möbel & Wohnen,0.0,12,50,000,small,0
Gesundheit & Pflege | Gesundheit & Pflege,0.75,11,50,000,small,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,11,50,000,small,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,10,50,000,small,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,10,50,000,small,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,50,000,small,0
Gesundheit & Pflege | Sport & Freizeit,0.8,8,50,000,small,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,8,50,000,small,0
Bürobedarf | Möbel & Wohnen,0.6666666666666666,7,50,000,small,0
Bürobedarf | Elektronik & Computer,0.0,7,50,000,small,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,7,50,000,small,0
Lebensmittel & Getränke | Sport & Freizeit,0.6666666666666666,6,50,000,small,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,6,50,000,small,0
Bürobedarf | Kleidung & Accessoires,0.0,6,50,000,small,0
Haustier & Tierbedarf | Spielzeug & Baby,0.0,6,50,000,small,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,6,50,000,small,0
Bürobedarf | Spielzeug & Baby,0.5,6,50,000,small,0
Kosmetik & Drogerie | Lebensmittel & Getränke,0.0,5,50,000,small,0
Auto & Motorrad | Gesundheit & Pflege,0.0,5,50,000,small,0
"Bücher, Filme & Musik | Bürobedarf",0.0,5,50,000,small,0
"Bücher, Filme & Musik | Bücher, Filme & Musik",0.6666666666666666,5,50,000,small,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,4,50,000,small,0
Bürobedarf | Werkzeug & Baumarkt,0.0,3,50,000,small,0
Haustier & Tierbedarf | Werkzeug & Baumarkt,0.0,3,50,000,small,0
Lebensmittel & Getränke | Lebensmittel & Getränke,0.5,3,50,000,small,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,3,50,000,small,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,3,50,000,small,0
"Bücher, Filme & Musik | Haustier & Tierbedarf",0.0,2,50,000,small,0
Bürobedarf | Kosmetik & Drogerie,0.0,2,50,000,small,0
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,2,50,000,small,0
Bürobedarf | Bürobedarf,0.0,2,50,000,small,0
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,1,50,000,small,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,1,50,000,small,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,50,000,small,0
Haustier & Tierbedarf | Möbel & Wohnen,0.0,1,50,000,small,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,1,50,000,small,0
Möbel & Wohnen | Möbel & Wohnen,0.6666666666666666,847,80,050,large,0
Kleidung & Accessoires | Kleidung & Accessoires,0.5142857142857142,828,80,050,large,0
Kleidung & Accessoires | Möbel & Wohnen,0.375,350,80,050,large,0
Elektronik & Computer | Möbel & Wohnen,0.8727272727272727,241,80,050,large,0
Kleidung & Accessoires | Sport & Freizeit,0.5217391304347826,192,80,050,large,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.7647058823529411,160,80,050,large,0
Sport & Freizeit | Sport & Freizeit,0.625,153,80,050,large,0
Elektronik & Computer | Elektronik & Computer,0.9230769230769231,144,80,050,large,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8666666666666667,137,80,050,large,0
Elektronik & Computer | Kleidung & Accessoires,0.7272727272727273,125,80,050,large,0
Möbel & Wohnen | Sport & Freizeit,0.5454545454545454,106,80,050,large,0
Spielzeug & Baby | Spielzeug & Baby,0.6666666666666666,73,80,050,large,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,70,80,050,large,0
Elektronik & Computer | Sport & Freizeit,0.9230769230769231,62,80,050,large,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.7272727272727273,60,80,050,large,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,58,80,050,large,0
Möbel & Wohnen | Spielzeug & Baby,0.6666666666666666,58,80,050,large,0
Auto & Motorrad | Auto & Motorrad,0.896551724137931,55,80,050,large,0
Kosmetik & Drogerie | Möbel & Wohnen,0.5714285714285714,48,80,050,large,0
Auto & Motorrad | Kleidung & Accessoires,0.0,47,80,050,large,0
Elektronik & Computer | Werkzeug & Baumarkt,0.0,46,80,050,large,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,46,80,050,large,0
Auto & Motorrad | Möbel & Wohnen,0.0,44,80,050,large,0
Auto & Motorrad | Sport & Freizeit,0.5333333333333333,38,80,050,large,0
Gesundheit & Pflege | Möbel & Wohnen,1.0,34,80,050,large,0
Bürobedarf | Möbel & Wohnen,0.2857142857142857,32,80,050,large,0
Gesundheit & Pflege | Kleidung & Accessoires,0.4,31,80,050,large,0
Auto & Motorrad | Elektronik & Computer,0.4,23,80,050,large,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.6666666666666666,22,80,050,large,0
Sport & Freizeit | Werkzeug & Baumarkt,1.0,22,80,050,large,0
Elektronik & Computer | Spielzeug & Baby,0.0,21,80,050,large,0
Bürobedarf | Werkzeug & Baumarkt,1.0,20,80,050,large,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,18,80,050,large,0
Elektronik & Computer | Gesundheit & Pflege,0.0,18,80,050,large,0
Gesundheit & Pflege | Gesundheit & Pflege,0.6,17,80,050,large,0
Elektronik & Computer | Lebensmittel & Getränke,1.0,14,80,050,large,0
Lebensmittel & Getränke | Möbel & Wohnen,0.0,14,80,050,large,0
Bürobedarf | Kleidung & Accessoires,0.0,14,80,050,large,0
Spielzeug & Baby | Sport & Freizeit,0.0,13,80,050,large,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,12,80,050,large,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,10,80,050,large,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,10,80,050,large,0
Bürobedarf | Elektronik & Computer,1.0,9,80,050,large,0
Lebensmittel & Getränke | Sport & Freizeit,0.3333333333333333,9,80,050,large,0
Bürobedarf | Bürobedarf,1.0,9,80,050,large,0
Kosmetik & Drogerie | Sport & Freizeit,1.0,8,80,050,large,0
"Bücher, Filme & Musik | Spielzeug & Baby",1.0,8,80,050,large,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,7,80,050,large,0
Gesundheit & Pflege | Spielzeug & Baby,1.0,7,80,050,large,0
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,7,80,050,large,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,6,80,050,large,0
Auto & Motorrad | Spielzeug & Baby,0.0,6,80,050,large,0
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,6,80,050,large,0
Gesundheit & Pflege | Sport & Freizeit,0.0,5,80,050,large,0
Auto & Motorrad | Gesundheit & Pflege,0.0,4,80,050,large,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,4,80,050,large,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.4,4,80,050,large,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,3,80,050,large,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,3,80,050,large,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,3,80,050,large,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,3,80,050,large,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,3,80,050,large,0
Auto & Motorrad | Bürobedarf,0.0,2,80,050,large,0
Bürobedarf | Sport & Freizeit,0.0,2,80,050,large,0
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,2,80,050,large,0
Bürobedarf | Lebensmittel & Getränke,0.0,2,80,050,large,0
Bürobedarf | Kosmetik & Drogerie,0.0,2,80,050,large,0
Bürobedarf | Spielzeug & Baby,0.0,2,80,050,large,0
Haustier & Tierbedarf | Sport & Freizeit,0.0,2,80,050,large,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,80,050,large,0
Gesundheit & Pflege | Haustier & Tierbedarf,1.0,2,80,050,large,0
Bürobedarf | Gesundheit & Pflege,0.0,1,80,050,large,0
Haustier & Tierbedarf | Spielzeug & Baby,0.0,1,80,050,large,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,80,050,large,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,1,80,050,large,0
Haustier & Tierbedarf | Möbel & Wohnen,0.0,1,80,050,large,0
Kleidung & Accessoires | Kleidung & Accessoires,0.6833855799373041,919,20,100,large,1
Möbel & Wohnen | Möbel & Wohnen,0.4819277108433735,709,20,100,large,1
Kleidung & Accessoires | Möbel & Wohnen,0.6666666666666666,429,20,100,large,1
Kleidung & Accessoires | Sport & Freizeit,0.6792452830188679,206,20,100,large,1
Elektronik & Computer | Möbel & Wohnen,0.8717948717948718,194,20,100,large,1
Elektronik & Computer | Kleidung & Accessoires,1.0,176,20,100,large,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.5517241379310345,108,20,100,large,1
Elektronik & Computer | Elektronik & Computer,0.9577464788732394,102,20,100,large,1
Kleidung & Accessoires | Spielzeug & Baby,1.0,97,20,100,large,1
Spielzeug & Baby | Spielzeug & Baby,0.6666666666666666,97,20,100,large,1
Möbel & Wohnen | Spielzeug & Baby,0.8,97,20,100,large,1
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,93,20,100,large,1
Sport & Freizeit | Sport & Freizeit,0.5151515151515151,89,20,100,large,1
Möbel & Wohnen | Sport & Freizeit,1.0,87,20,100,large,1
Auto & Motorrad | Kleidung & Accessoires,0.0,83,20,100,large,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,80,20,100,large,1
Auto & Motorrad | Auto & Motorrad,1.0,79,20,100,large,1
Kosmetik & Drogerie | Möbel & Wohnen,0.8,75,20,100,large,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.8780487804878049,72,20,100,large,1
Elektronik & Computer | Werkzeug & Baumarkt,0.8571428571428571,55,20,100,large,1
Auto & Motorrad | Möbel & Wohnen,0.0,46,20,100,large,1
Elektronik & Computer | Spielzeug & Baby,1.0,38,20,100,large,1
Elektronik & Computer | Kosmetik & Drogerie,0.8,37,20,100,large,1
Gesundheit & Pflege | Möbel & Wohnen,0.8,29,20,100,large,1
Gesundheit & Pflege | Kleidung & Accessoires,0.0,29,20,100,large,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8648648648648649,27,20,100,large,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,23,20,100,large,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,21,20,100,large,1
Elektronik & Computer | Gesundheit & Pflege,0.0,20,20,100,large,1
Elektronik & Computer | Sport & Freizeit,0.0,20,20,100,large,1
Auto & Motorrad | Elektronik & Computer,0.0,19,20,100,large,1
Gesundheit & Pflege | Kosmetik & Drogerie,0.7058823529411765,19,20,100,large,1
Bürobedarf | Kleidung & Accessoires,0.0,18,20,100,large,1
Kosmetik & Drogerie | Sport & Freizeit,0.0,16,20,100,large,1
Sport & Freizeit | Werkzeug & Baumarkt,0.0,15,20,100,large,1
Auto & Motorrad | Sport & Freizeit,0.0,14,20,100,large,1
Auto & Motorrad | Spielzeug & Baby,0.0,13,20,100,large,1
Bürobedarf | Möbel & Wohnen,0.0,13,20,100,large,1
Lebensmittel & Getränke | Möbel & Wohnen,1.0,12,20,100,large,1
Bürobedarf | Elektronik & Computer,1.0,12,20,100,large,1
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,12,20,100,large,1
Spielzeug & Baby | Sport & Freizeit,1.0,12,20,100,large,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,11,20,100,large,1
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,10,20,100,large,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,10,20,100,large,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,10,20,100,large,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,8,20,100,large,1
Gesundheit & Pflege | Sport & Freizeit,0.0,8,20,100,large,1
Bürobedarf | Kosmetik & Drogerie,0.0,8,20,100,large,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,7,20,100,large,1
Haustier & Tierbedarf | Möbel & Wohnen,0.0,6,20,100,large,1
Gesundheit & Pflege | Gesundheit & Pflege,0.8571428571428571,6,20,100,large,1
Elektronik & Computer | Lebensmittel & Getränke,1.0,5,20,100,large,1
Bürobedarf | Sport & Freizeit,0.0,5,20,100,large,1
Auto & Motorrad | Gesundheit & Pflege,0.0,5,20,100,large,1
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,5,20,100,large,1
Bürobedarf | Werkzeug & Baumarkt,0.0,5,20,100,large,1
Bürobedarf | Spielzeug & Baby,1.0,3,20,100,large,1
Bürobedarf | Bürobedarf,1.0,3,20,100,large,1
Auto & Motorrad | Bürobedarf,0.0,3,20,100,large,1
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,3,20,100,large,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,3,20,100,large,1
Auto & Motorrad | Lebensmittel & Getränke,0.0,2,20,100,large,1
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,2,20,100,large,1
Gesundheit & Pflege | Spielzeug & Baby,0.0,2,20,100,large,1
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,20,100,large,1
Haustier & Tierbedarf | Spielzeug & Baby,0.0,2,20,100,large,1
Lebensmittel & Getränke | Sport & Freizeit,0.0,2,20,100,large,1
